""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"mean"	"sd"
"chrX-310"	"chrX_M"	3000001	4000000	"."	1000000	1.03182827535159	0.952156862745098	0.857744994731296	0.986522911051213	NA	NA	NA	1.77079482439926	NA	NA	NA	1.07796610169492	0.914772727272727	1.14851485148515	NA	1.09253769359141	0.289022502565709
"chrX-410"	"chrX_M"	4000001	5000000	"."	1000000	0.951887490747594	0.972549019607843	0.954689146469968	1.09164420485175	NA	NA	NA	1.94639556377079	NA	NA	NA	1.16949152542373	0.977272727272727	1.13861386138614	NA	1.15031794244132	0.333140576259322
"chrX-510"	"chrX_M"	5000001	6000000	"."	1000000	0.990377498149519	0.898823529411765	0.906217070600632	0.967654986522911	NA	NA	NA	1.92421441774492	NA	NA	NA	0.993220338983051	1.05681818181818	0.99009900990099	NA	1.0909281291415	0.340497933766309
"chrX-610"	"chrX_M"	6000001	7000000	"."	1000000	0.999259807549963	1.03058823529412	1.03055848261328	0.951482479784367	NA	NA	NA	1.96118299445471	NA	NA	NA	1.03728813559322	0.960227272727273	1.22772277227723	NA	1.14978877253677	0.338786328017165
"chrX-710"	"chrX_M"	7000001	8000000	"."	1000000	0.914877868245744	1.04941176470588	1.04741833508957	1	NA	NA	NA	2.19038817005545	NA	NA	NA	1.07118644067797	1.05681818181818	1.46534653465347	NA	1.22443091190578	0.422720632569718
"chrX-810"	"chrX_M"	8000001	9000000	"."	1000000	1.11176905995559	1.02588235294118	0.963119072708114	0.929919137466307	NA	NA	NA	1.99630314232902	NA	NA	NA	0.966101694915254	1.10795454545455	0.900990099009901	NA	1.12525488809749	0.360386626513934
"chrX-910"	"chrX_M"	9000001	10000000	"."	1000000	0.982975573649149	1.11529411764706	1.05584826132771	0.983827493261456	NA	NA	NA	2.3456561922366	NA	NA	NA	1.01694915254237	1	0.851485148514851	NA	1.1690044923974	0.481307374006075
"chrX-1010"	"chrX_M"	10000001	11000000	"."	1000000	1.059955588453	1.03058823529412	1.06427818756586	1.16711590296496	NA	NA	NA	1.99260628465804	NA	NA	NA	0.955932203389831	1.10511363636364	0.891089108910891	NA	1.15833489345004	0.347675933072151
"chrX-1110"	"chrX_M"	11000001	12000000	"."	1000000	1.10140636565507	0.986666666666667	1.18229715489989	1.05660377358491	NA	NA	NA	2.00184842883549	NA	NA	NA	0.976271186440678	1.09090909090909	1.47524752475248	NA	1.23390627396803	0.347971286207696
"chrX-1210"	"chrX_M"	12000001	13000000	"."	1000000	1.03478904515174	1.02117647058824	0.979978925184405	1.04851752021563	NA	NA	NA	1.99630314232902	NA	NA	NA	0.847457627118644	1.04261363636364	1.02970297029703	NA	1.12506741715604	0.358143219255066
"chrX-1310"	"chrX_M"	13000001	14000000	"."	1000000	1.05107327905255	0.986666666666667	0.990516332982086	1.02695417789757	NA	NA	NA	2.05175600739372	NA	NA	NA	1.13559322033898	1.09090909090909	1.08910891089109	NA	1.17782221076647	0.356854891962501
"chrX-1410"	"chrX_M"	14000001	15000000	"."	1000000	1.11028867505551	1.04470588235294	1.0432033719705	1.0377358490566	NA	NA	NA	2.03327171903882	NA	NA	NA	0.989830508474576	0.900568181818182	1.04950495049505	NA	1.15113864228277	0.361504971394632
"chrX-158"	"chrX_M"	15000001	16000000	"."	1000000	0.974093264248705	1.07921568627451	1.08324552160169	0.975741239892183	NA	NA	NA	2.05730129390018	NA	NA	NA	0.979661016949153	1.01420454545455	0.752475247524752	NA	1.11449222698071	0.394491861299346
"chrX-161"	"chrX_M"	16000001	17000000	"."	1000000	1.03182827535159	1.08235294117647	1.09167544783983	0.905660377358491	NA	NA	NA	2.13493530499076	NA	NA	NA	0.955932203389831	0.977272727272727	1.20792079207921	NA	1.17344725868236	0.399677635767813
"chrX-171"	"chrX_M"	17000001	18000000	"."	1000000	1.04219096965211	1.04156862745098	1.11275026343519	1.02156334231806	NA	NA	NA	2.2735674676525	NA	NA	NA	1.00338983050847	1.06818181818182	0.95049504950495	NA	1.18921342108801	0.44067431521867
"chrX-181"	"chrX_M"	18000001	19000000	"."	1000000	1.02146558105107	1.06352941176471	1.0895679662803	0.964959568733154	NA	NA	NA	1.95194085027726	NA	NA	NA	1.11186440677966	1.02556818181818	1.01980198019802	NA	1.15608724336279	0.324827881386706
"chrX-191"	"chrX_M"	19000001	20000000	"."	1000000	0.963730569948187	0.950588235294118	1.07481559536354	1.10242587601078	NA	NA	NA	2.00369685767098	NA	NA	NA	0.823728813559322	1.02556818181818	1.04950495049505	NA	1.12425738502002	0.36604247038727
"chrX-201"	"chrX_M"	20000001	21000000	"."	1000000	0.972612879348631	1.16862745098039	1.03898840885142	0.962264150943396	NA	NA	NA	2.04066543438078	NA	NA	NA	1.10508474576271	1.01988636363636	0.97029702970297	NA	1.15980330795083	0.363148467883781
"chrX-211"	"chrX_M"	21000001	22000000	"."	1000000	0.919319022945966	0.963137254901961	0.952581664910432	0.964959568733154	NA	NA	NA	2.02033271719039	NA	NA	NA	1.08813559322034	1.04261363636364	1.30693069306931	NA	1.1572512689169	0.370017379643241
"chrX-221"	"chrX_M"	22000001	23000000	"."	1000000	0.940044411547002	0.970980392156863	1.0031612223393	0.924528301886792	NA	NA	NA	2.090573012939	NA	NA	NA	1.13898305084746	0.988636363636364	0.910891089108911	NA	1.12097473055771	0.398174228287445
"chrX-231"	"chrX_M"	23000001	24000000	"."	1000000	1.06587712805329	1.00862745098039	1.02845100105374	0.975741239892183	NA	NA	NA	1.8354898336414	NA	NA	NA	1.06101694915254	0.866477272727273	0.98019801980198	NA	1.10273486191285	0.302693463121643
"chrX-241"	"chrX_M"	24000001	25000000	"."	1000000	0.960769800148038	0.988235294117647	1.0895679662803	1.04043126684636	NA	NA	NA	2.09981515711645	NA	NA	NA	0.993220338983051	0.988636363636364	0.940594059405941	NA	1.13765878081677	0.391523133225593
"chrX-251"	"chrX_M"	25000001	26000000	"."	1000000	1.02294596595115	1.04470588235294	0.944151738672287	1.04043126684636	NA	NA	NA	2.04621072088725	NA	NA	NA	1.07796610169492	1.22443181818182	0.930693069306931	NA	1.16644207048671	0.366735370425267
"chrX-261"	"chrX_M"	26000001	27000000	"."	1000000	0.984455958549223	0.917647058823529	0.836670179135933	0.943396226415094	NA	NA	NA	2.01478743068392	NA	NA	NA	1.06779661016949	1.07670454545455	1.22772277227723	NA	1.13364759768862	0.375336412321499
"chrX-271"	"chrX_M"	27000001	28000000	"."	1000000	1.00518134715026	0.977254901960784	0.840885142255005	1.06469002695418	NA	NA	NA	1.90388170055453	NA	NA	NA	1.18305084745763	0.980113636363636	1.30693069306931	NA	1.15774853697067	0.332969620067131
"chrX-281"	"chrX_M"	28000001	29000000	"."	1000000	1.01110288675056	0.974117647058824	0.821917808219178	0.986522911051213	NA	NA	NA	1.89648798521257	NA	NA	NA	1.07118644067797	1.02272727272727	1.05940594059406	NA	1.10543361153645	0.328755642945894
"chrX-291"	"chrX_M"	29000001	30000000	"."	1000000	0.947446336047372	1.0321568627451	0.857744994731296	0.997304582210243	NA	NA	NA	1.68761552680222	NA	NA	NA	1.13898305084746	1.05965909090909	1.02970297029703	NA	1.09382667682373	0.253598393314583
"chrX-301"	"chrX_M"	30000001	31000000	"."	1000000	0.997779422649889	1.06980392156863	0.992623814541623	1.00269541778976	NA	NA	NA	1.97227356746765	NA	NA	NA	1.09830508474576	1.14204545454545	1.17821782178218	NA	1.18171806313637	0.326821453855115
"chrX-311"	"chrX_M"	31000001	32000000	"."	1000000	0.956328645447816	0.963137254901961	0.971548998946259	0.967654986522911	NA	NA	NA	2.05914972273567	NA	NA	NA	0.972881355932203	0.951704545454545	1.05940594059406	NA	1.11272643131693	0.38393801485164
"chrX-321"	"chrX_M"	32000001	33000000	"."	1000000	0.951887490747594	0.964705882352941	0.963119072708114	0.991913746630728	NA	NA	NA	1.91866913123845	NA	NA	NA	0.945762711864407	1.01704545454545	1.14851485148515	NA	1.1127022926966	0.332224856963938
"chrX-331"	"chrX_M"	33000001	34000000	"."	1000000	0.975573649148779	0.96156862745098	0.870389884088514	0.857142857142857	NA	NA	NA	1.96857670979667	NA	NA	NA	0.857627118644068	1.06534090909091	1.05940594059406	NA	1.07695321199461	0.369964393657077
"chrX-341"	"chrX_M"	34000001	35000000	"."	1000000	1.10732790525537	1.00078431372549	0.887249736564805	0.91644204851752	NA	NA	NA	1.89833641404806	NA	NA	NA	1.04067796610169	1.04829545454545	1.04950495049505	NA	1.11857734865668	0.323413920414197
"chrX-351"	"chrX_M"	35000001	36000000	"."	1000000	1.02146558105107	1.04470588235294	0.906217070600632	0.92722371967655	NA	NA	NA	1.91127541589649	NA	NA	NA	1.17966101694915	0.963068181818182	0.891089108910891	NA	1.10558824715699	0.338755388872337
"chrX-361"	"chrX_M"	36000001	37000000	"."	1000000	0.89119170984456	0.983529411764706	1.04531085353003	0.956873315363881	NA	NA	NA	1.79482439926063	NA	NA	NA	0.915254237288136	1.05397727272727	1	NA	1.0801201499724	0.294354212553175
"chrX-371"	"chrX_M"	37000001	38000000	"."	1000000	0.857142857142857	0.8	0.765015806111697	0.784366576819407	NA	NA	NA	1.66728280961183	NA	NA	NA	0.742372881355932	0.866477272727273	0.861386138613861	NA	0.918005542797857	0.306365556920686
"chrX-381"	"chrX_M"	38000001	39000000	"."	1000000	1.03478904515174	1.03686274509804	1.05163329820864	0.997304582210243	NA	NA	NA	2.13678373382625	NA	NA	NA	0.979661016949153	0.980113636363636	1.04950495049505	NA	1.15833162603784	0.396453620287792
"chrX-391"	"chrX_M"	39000001	40000000	"."	1000000	1.13249444855662	1.10274509803922	0.971548998946259	0.929919137466307	NA	NA	NA	2.32162661737523	NA	NA	NA	1.10847457627119	1.01136363636364	1.12871287128713	NA	1.2133606730382	0.454314191367859
"chrX-401"	"chrX_M"	40000001	41000000	"."	1000000	1.04219096965211	1.13254901960784	1.02423603793467	1.04851752021563	NA	NA	NA	2.15157116451017	NA	NA	NA	1.14915254237288	1.01704545454545	1.1980198019802	NA	1.22041031385237	0.382007857347457
"chrX-411"	"chrX_M"	41000001	42000000	"."	1000000	1.00962250185048	0.956862745098039	1.03898840885142	0.978436657681941	NA	NA	NA	1.97781885397412	NA	NA	NA	0.938983050847458	0.90625	0.99009900990099	NA	1.09963265352556	0.357224426305843
"chrX-421"	"chrX_M"	42000001	43000000	"."	1000000	1.00814211695041	1.00549019607843	1.06427818756586	0.983827493261456	NA	NA	NA	1.99815157116451	NA	NA	NA	0.91864406779661	0.977272727272727	1.08910891089109	NA	1.13061440887264	0.354439387302554
"chrX-431"	"chrX_M"	43000001	44000000	"."	1000000	0.990377498149519	0.922352941176471	0.958904109589041	0.962264150943396	NA	NA	NA	1.95194085027726	NA	NA	NA	0.942372881355932	1.06534090909091	1.10891089108911	NA	1.11280802895896	0.344978797991606
"chrX-441"	"chrX_M"	44000001	45000000	"."	1000000	1.12509252405625	0.944313725490196	1.04741833508957	0.975741239892183	NA	NA	NA	1.95563770794824	NA	NA	NA	0.976271186440678	0.965909090909091	0.861386138613861	NA	1.10647124355501	0.351543445628703
"chrX-451"	"chrX_M"	45000001	46000000	"."	1000000	1.05847520355292	0.91921568627451	1.04531085353003	0.973045822102426	NA	NA	NA	1.96672828096118	NA	NA	NA	0.928813559322034	0.980113636363636	0.99009900990099	NA	1.10772525650097	0.350512234233801
"chrX-461"	"chrX_M"	46000001	47000000	"."	1000000	0.953367875647668	0.978823529411765	1.07060063224447	1.05929919137466	NA	NA	NA	2.02402957486137	NA	NA	NA	0.996610169491525	1.0625	0.871287128712871	NA	1.12706476271804	0.368603837721101
"chrX-471"	"chrX_M"	47000001	48000000	"."	1000000	1.04219096965211	1.01333333333333	1.08113804004215	1.04043126684636	NA	NA	NA	2.19408502772643	NA	NA	NA	1.04067796610169	0.84375	1.00990099009901	NA	1.15818844922514	0.424599489149845
"chrX-481"	"chrX_M"	48000001	49000000	"."	1000000	0.980014803849001	1.07921568627451	0.982086406743941	0.932614555256065	NA	NA	NA	1.92975970425139	NA	NA	NA	0.91864406779661	1.04829545454545	1.00990099009901	NA	1.110066458602	0.335542546039638
"chrX-491"	"chrX_M"	49000001	50000000	"."	1000000	0.781643227239082	0.859607843137255	1.06849315068493	0.991913746630728	NA	NA	NA	1.97966728280961	NA	NA	NA	0.949152542372881	0.852272727272727	1.02970297029703	NA	1.06405668630553	0.382540255048218
"chrX-501"	"chrX_M"	50000001	51000000	"."	1000000	1.00074019245004	0.978823529411765	1.03477344573235	0.929919137466307	NA	NA	NA	2.05175600739372	NA	NA	NA	1.00338983050847	0.946022727272727	0.920792079207921	NA	1.10827711868041	0.383250694883737
"chrX-511"	"chrX_M"	51000001	52000000	"."	1000000	1.03774981495189	1.10274509803922	0.920969441517387	1.06738544474394	NA	NA	NA	2.08872458410351	NA	NA	NA	1.06440677966102	1.07102272727273	1.00990099009901	NA	1.17036311004859	0.375155439709586
"chrX-521"	"chrX_M"	52000001	53000000	"."	1000000	1.14729829755736	1.10901960784314	0.91886195995785	1.06738544474394	NA	NA	NA	2.24584103512015	NA	NA	NA	1.05423728813559	0.957386363636364	1.06930693069307	NA	1.19616711596093	0.430702894754131
"chrX-531"	"chrX_M"	53000001	54000000	"."	1000000	0.911917098445596	0.985098039215686	1.0663856691254	0.948787061994609	NA	NA	NA	1.94085027726433	NA	NA	NA	1.10508474576271	1.10227272727273	0.910891089108911	NA	1.12141083852375	0.340530659652148
"chrX-541"	"chrX_M"	54000001	55000000	"."	1000000	0.985936343449297	1.02117647058824	1.072708113804	1.10512129380054	NA	NA	NA	1.95563770794824	NA	NA	NA	1.0271186440678	0.948863636363636	0.861386138613861	NA	1.12224354357945	0.345014056432792
"chrX-551"	"chrX_M"	55000001	56000000	"."	1000000	1.15321983715766	1.08549019607843	1.02845100105374	0.970350404312669	NA	NA	NA	1.97966728280961	NA	NA	NA	1.04745762711864	0.977272727272727	1.02970297029703	NA	1.15895150576256	0.336738093942761
"chrX-561"	"chrX_M"	56000001	57000000	"."	1000000	1.04367135455218	0.986666666666667	1.02845100105374	1.10512129380054	NA	NA	NA	2.01663585951941	NA	NA	NA	1.02033898305085	1.02272727272727	1.14851485148515	NA	1.17151591035698	0.34540630028632
"chrX-571"	"chrX_M"	57000001	58000000	"."	1000000	0.987416728349371	1.06509803921569	0.990516332982086	0.981132075471698	NA	NA	NA	1.91682070240296	NA	NA	NA	1.21016949152542	1.08238636363636	1.00990099009901	NA	1.15543009046032	0.31694769415881
"chrX-581"	"chrX_M"	58000001	59000000	"."	1000000	0.895632864544782	1.01019607843137	1.19494204425711	1.07277628032345	NA	NA	NA	1.85212569316081	NA	NA	NA	1.06101694915254	1.06818181818182	1.01980198019802	NA	1.14683421353124	0.29681526247042
"chrX-591"	"chrX_M"	59000001	60000000	"."	1000000	0.879348630643967	0.977254901960784	1.24973656480506	0.983827493261456	NA	NA	NA	1.51571164510166	NA	NA	NA	1.09491525423729	1.19318181818182	1.07920792079208	NA	1.12164802862301	0.19924090487105
"chrX-601"	"chrX_M"	60000001	61000000	"."	1000000	0.780162842339008	0.865882352941176	1.12539515279241	0.983827493261456	NA	NA	NA	1.42329020332717	NA	NA	NA	1.03728813559322	1.16477272727273	1.00990099009901	NA	1.04881498720327	0.196778073764208
"chrX-611"	"chrX_M"	61000001	62000000	"."	1000000	0.833456698741673	0.884705882352941	1.14857744994731	0.932614555256065	NA	NA	NA	1.4362292051756	NA	NA	NA	1.02033898305085	1.03125	0.871287128712871	NA	1.01980748790466	0.19739732533726
"chrX-621"	"chrX_M"	62000001	63000000	"."	1000000	0.987416728349371	1.0243137254902	1.08746048472076	1.04582210242588	NA	NA	NA	1.73937153419593	NA	NA	NA	1.12542372881356	1.08522727272727	0.762376237623762	NA	1.10717647679334	0.278960887632096
"chrX-631"	"chrX_M"	63000001	64000000	"."	1000000	1.04663212435233	0.900392156862745	0.956796628029505	1.07277628032345	NA	NA	NA	2.17744916820702	NA	NA	NA	1.13898305084746	0.971590909090909	0.95049504950495	NA	1.1518894209023	0.421503545996134
"chrX-641"	"chrX_M"	64000001	65000000	"."	1000000	1.26572908956329	1.10901960784314	0.952581664910432	0.959568733153639	NA	NA	NA	2.02218114602588	NA	NA	NA	1.08474576271186	1.06818181818182	0.910891089108911	NA	1.17161236393737	0.361623181946081
"chrX-651"	"chrX_M"	65000001	66000000	"."	1000000	1.05255366395263	0.988235294117647	1.0263435194942	0.994609164420485	NA	NA	NA	2.02772643253235	NA	NA	NA	1.02372881355932	1.07670454545455	0.871287128712871	NA	1.13264857028051	0.366857983361837
"chrX-661"	"chrX_M"	66000001	67000000	"."	1000000	1.10584752035529	1.07137254901961	1.0895679662803	0.954177897574124	NA	NA	NA	2.04251386321627	NA	NA	NA	1.02033898305085	0.991477272727273	0.96039603960396	NA	1.15446151147846	0.363405105620322
"chrX-671"	"chrX_M"	67000001	68000000	"."	1000000	1.05847520355292	1.06352941176471	0.954689146469968	1.03504043126685	NA	NA	NA	1.91312384473198	NA	NA	NA	1.09491525423729	1.17329545454545	0.831683168316832	NA	1.14059398936075	0.328148227353076
"chrX-681"	"chrX_M"	68000001	69000000	"."	1000000	1.13693560325685	1.01960784313725	1.01369863013699	1.03504043126685	NA	NA	NA	1.97227356746765	NA	NA	NA	0.911864406779661	0.997159090909091	0.99009900990099	NA	1.13458482285692	0.344100605731473
"chrX-691"	"chrX_M"	69000001	70000000	"."	1000000	1.03478904515174	1.04313725490196	1.01580611169652	0.946091644204852	NA	NA	NA	2.04621072088725	NA	NA	NA	1.10508474576271	1.02556818181818	0.940594059405941	NA	1.14466022047864	0.368122045618779
"chrX-701"	"chrX_M"	70000001	71000000	"."	1000000	0.953367875647668	1.1356862745098	1.15279241306639	1.02695417789757	NA	NA	NA	2.02218114602588	NA	NA	NA	1.15254237288136	0.997159090909091	1	NA	1.18008541886722	0.349150570503329
"chrX-711"	"chrX_M"	71000001	72000000	"."	1000000	0.987416728349371	1.18117647058824	1.09167544783983	1.07008086253369	NA	NA	NA	1.87800369685767	NA	NA	NA	0.945762711864407	0.903409090909091	1.16831683168317	NA	1.15323023007818	0.309366974559976
"chrX-721"	"chrX_M"	72000001	73000000	"."	1000000	1.12953367875648	1.17019607843137	1.12328767123288	1.01347708894879	NA	NA	NA	2.03142329020333	NA	NA	NA	1.00338983050847	0.991477272727273	1.02970297029703	NA	1.1865609851382	0.347950642906564
"chrX-731"	"chrX_M"	73000001	74000000	"."	1000000	1.00814211695041	1.17490196078431	0.94204425711275	1.07547169811321	NA	NA	NA	1.94269870609982	NA	NA	NA	0.986440677966102	1	1.08910891089109	NA	1.15235104098971	0.327507954423712
"chrX-741"	"chrX_M"	74000001	75000000	"."	1000000	1.0940044411547	1.13254901960784	1.00737618545838	0.956873315363881	NA	NA	NA	2.15341959334566	NA	NA	NA	1.09152542372881	1.21590909090909	0.712871287128713	NA	1.17056604458713	0.424834671517107
"chrX-751"	"chrX_M"	75000001	76000000	"."	1000000	1.03774981495189	0.991372549019608	0.916754478398314	1.06738544474394	NA	NA	NA	2.08317929759704	NA	NA	NA	1.13559322033898	1.09090909090909	0.97029702970297	NA	1.16165511570773	0.37885555603925
