""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"bin"	"sum"	"norm.var"	"gc_blocked"	"norm.clean.var"	"var_blocked"	"norm.pat"
"2521"	"chr17-20"	"chr17"	20000001	21000000	"."	1000000	1351	1231	1023	735	1061	988	1358	1139	1261	836	2013	594	663	206	3279	2406	857	1400	825	0.433212	2521	23226	0.00759575767621143	FALSE	0.00759575767621143	FALSE	NA
"2522"	"chr17-21"	"chr17"	21000001	22000000	"."	1000000	1514	1463	1070	972	1268	1250	1591	1440	1461	880	2649	717	748	253	3824	2581	1007	1474	888	0.454293	2522	27050	0.0158315266358386	FALSE	0.0158315266358386	FALSE	NA
"2523"	"chr17-22"	"chr17"	22000001	23000000	"."	1000000	1398	1355	941	910	1360	1012	1525	1041	1498	866	2232	621	739	226	3739	2475	947	1426	910	0.370155	2523	25221	0.0229018021561972	FALSE	0.0229018021561972	FALSE	NA
"2524"	"chr17-23"	"chr17"	23000001	24000000	"."	1000000	624	815	505	392	666	422	839	512	815	557	1427	269	340	95	1973	1469	407	974	366	0.409033	2524	13467	0.157053242540933	FALSE	NA	TRUE	NA
"2525"	"chr17-24"	"chr17"	24000001	25000000	"."	1000000	320	316	310	228	309	163	375	344	410	235	890	98	123	56	1328	909	277	608	148	0.409044	2525	7447	0.359069976315933	FALSE	NA	TRUE	NA
"2526"	"chr17-25"	"chr17"	25000001	26000000	"."	1000000	551	692	558	481	546	350	747	639	750	401	1516	238	337	91	2114	1507	502	1000	406	0.408746	2526	13426	0.16655330000028	FALSE	NA	TRUE	NA
"2527"	"chr17-26"	"chr17"	26000001	27000000	"."	1000000	2622	3199	3229	2260	3116	2142	3987	3443	3904	2613	4891	1293	1591	469	8596	6259	2312	3346	3117	0.379713	2527	62389	0.128500854838245	FALSE	NA	TRUE	NA
"2528"	"chr17-27"	"chr17"	27000001	28000000	"."	1000000	1393	1260	980	772	1118	1145	1284	1179	1179	811	2157	593	768	163	3485	2514	898	1379	904	0.451981	2528	23982	0.0184891388101181	FALSE	0.00745470716051897	FALSE	NA
"2529"	"chr17-28"	"chr17"	28000001	29000000	"."	1000000	1356	1292	1010	765	1133	1069	1429	1131	1326	816	2239	585	643	203	3387	2326	897	1357	860	0.468276	2529	23824	0.00621405972932428	FALSE	0.00332649048157174	FALSE	NA
"2530"	"chr17-29"	"chr17"	29000001	30000000	"."	1000000	1370	1279	972	767	1051	951	1301	1064	1344	699	2016	632	724	166	3160	2355	888	1288	784	0.444614	2530	22811	0.0177000854818182	FALSE	0.011342411566526	FALSE	NA
"2531"	"chr17-30"	"chr17"	30000001	31000000	"."	1000000	1297	1268	1002	773	996	1014	1322	1103	1215	698	2025	633	756	181	3264	2253	820	1286	711	0.430925	2531	22617	0.0153751893678385	FALSE	0.0153751893678385	FALSE	NA
"2532"	"chr17-31"	"chr17"	31000001	32000000	"."	1000000	1357	1347	965	748	987	1048	1391	1089	1237	770	2128	599	671	226	3232	2225	849	1239	786	0.437729	2532	22894	0.00846696338434995	FALSE	0.00600404899938205	FALSE	NA
"2533"	"chr17-32"	"chr17"	32000001	33000000	"."	1000000	1330	1325	1004	691	1050	1019	1266	1101	1265	821	2167	559	726	224	3222	2298	855	1342	763	0.432428	2533	23028	0.0103191137987749	FALSE	0.0103191137987749	FALSE	NA
"2534"	"chr17-33"	"chr17"	33000001	34000000	"."	1000000	1483	1322	1020	816	1094	1018	1362	1279	1269	809	2293	662	724	211	3487	2554	882	1419	817	0.44652	2534	24521	0.0101237870206415	FALSE	0.0101237870206415	FALSE	NA
"2535"	"chr17-34"	"chr17"	34000001	35000000	"."	1000000	1442	1340	954	766	1133	1018	1258	1174	1283	806	2399	598	723	215	3653	2584	960	1413	761	0.453777	2535	24480	0.0168772705073643	FALSE	0.0168772705073643	FALSE	NA
"2536"	"chr17-35"	"chr17"	35000001	36000000	"."	1000000	1314	1336	1014	725	1037	981	1343	1117	1283	831	2219	573	643	203	3369	2490	834	1378	833	0.434026	2536	23523	0.00974665319335739	FALSE	0.00974665319335739	FALSE	NA
"2537"	"chr17-36"	"chr17"	36000001	37000000	"."	1000000	1522	1270	1031	709	994	910	1481	1139	1244	856	2468	540	692	205	3877	2602	894	1499	738	0.470794	2537	24671	0.0397937914981476	FALSE	0.0397937914981476	FALSE	NA
"2538"	"chr17-37"	"chr17"	37000001	38000000	"."	1000000	1503	1274	1056	714	1069	917	1240	1076	1304	744	2080	597	658	211	3184	2260	875	1250	885	0.430154	2538	22897	0.0151326620762227	FALSE	0.0151326620762227	FALSE	NA
"2539"	"chr17-38"	"chr17"	38000001	39000000	"."	1000000	1370	1239	966	679	888	842	1244	973	1132	704	2085	538	594	216	3158	2107	790	1213	726	0.489568	2539	21464	0.0231569806008788	FALSE	0.0231569806008788	FALSE	NA
"2540"	"chr17-39"	"chr17"	39000001	40000000	"."	1000000	1409	1310	1011	695	1062	960	1245	1106	1162	875	2286	563	694	190	3420	2283	909	1347	740	0.477655	2540	23267	0.0211687566897073	FALSE	0.0211687566897073	FALSE	NA
"2541"	"chr17-40"	"chr17"	40000001	41000000	"."	1000000	1338	1235	1031	797	1091	1048	1352	1094	1247	877	2175	577	659	201	3444	2363	908	1368	874	0.45787	2541	23679	0.00980692900271439	FALSE	0.00980692900271439	FALSE	NA
"2542"	"chr17-41"	"chr17"	41000001	42000000	"."	1000000	1428	1229	947	757	997	974	1321	1070	1206	761	2222	636	672	238	3567	2280	897	1317	760	0.469927	2542	23279	0.019354735277228	FALSE	0.019354735277228	FALSE	NA
"2543"	"chr17-42"	"chr17"	42000001	43000000	"."	1000000	1394	1317	996	715	1091	981	1215	1126	1198	803	2268	583	718	218	3660	2447	907	1395	791	0.488726	2543	23823	0.0140104272880889	FALSE	0.0140104272880889	FALSE	NA
"2544"	"chr17-43"	"chr17"	43000001	44000000	"."	1000000	1606	1415	1169	766	1069	1003	1206	1366	1325	768	2449	645	710	186	3933	2546	972	1435	864	0.484807	2544	25433	0.0379480988125972	FALSE	0.0379480988125972	FALSE	NA
"2545"	"chr17-44"	"chr17"	44000001	45000000	"."	1000000	1386	1298	986	707	1020	919	1230	1137	1168	857	2249	623	629	213	3494	2400	922	1385	686	0.494512	2545	23309	0.0276322560722669	FALSE	0.0276322560722669	FALSE	NA
"2546"	"chr17-45"	"chr17"	45000001	46000000	"."	1000000	1417	1364	1003	832	1122	1042	1418	1210	1361	770	2310	539	650	203	3595	2333	866	1356	733	0.497508	2546	24124	0.0178256656406541	FALSE	0.0128646891756041	FALSE	NA
"2547"	"chr17-46"	"chr17"	46000001	47000000	"."	1000000	1593	1559	1160	572	946	949	1072	1268	1173	906	2137	537	785	187	3282	2370	885	1239	823	0.436459	2547	23443	0.0760803148470911	FALSE	NA	TRUE	NA
"2548"	"chr17-47"	"chr17"	47000001	48000000	"."	1000000	1324	1357	949	736	1121	989	1210	1101	1281	762	2110	538	664	202	3568	2346	844	1278	741	0.448675	2548	23121	0.0117371048690243	FALSE	0.0117371048690243	FALSE	NA
"2549"	"chr17-48"	"chr17"	48000001	49000000	"."	1000000	1329	1264	1056	748	1132	982	1279	1145	1226	807	2190	615	630	208	3437	2339	793	1336	790	0.451685	2549	23306	0.0110574221627095	FALSE	0.0110574221627095	FALSE	NA
"2550"	"chr17-49"	"chr17"	49000001	50000000	"."	1000000	1410	1342	1039	769	1102	949	1343	1185	1140	884	2255	619	725	218	3564	2401	923	1356	871	0.479088	2550	24095	0.0132569286982273	FALSE	0.00462490614084173	FALSE	NA
"2551"	"chr17-50"	"chr17"	50000001	51000000	"."	1000000	1385	1365	1010	776	989	975	1303	1138	1224	854	2415	575	663	185	3568	2314	906	1309	860	0.499443	2551	23814	0.0192958175374657	FALSE	0.0192958175374657	FALSE	NA
"2552"	"chr17-51"	"chr17"	51000001	52000000	"."	1000000	1445	1350	1004	803	1021	1065	1360	1169	1288	749	2080	614	753	205	3499	2446	854	1232	797	0.414343	2552	23734	0.00767991374970567	FALSE	0.00767991374970567	FALSE	NA
"2553"	"chr17-52"	"chr17"	52000001	53000000	"."	1000000	1344	1233	1013	758	1007	1099	1339	1025	1324	735	1975	643	710	209	3114	2168	784	1259	828	0.371912	2553	22567	0.00960243766809788	FALSE	0.00960243766809788	FALSE	NA
"2554"	"chr17-53"	"chr17"	53000001	54000000	"."	1000000	1250	1239	815	665	1011	996	1363	1052	1287	697	1875	672	729	198	3003	2237	709	1195	767	0.356695	2554	21760	0.0208339773092777	FALSE	0.0121342571765526	FALSE	NA
"2555"	"chr17-54"	"chr17"	54000001	55000000	"."	1000000	1310	1248	901	722	1142	1088	1292	1085	1242	772	2033	588	739	174	3343	2256	757	1269	796	0.375371	2555	22757	0.00860764029047611	FALSE	0.00493991215262498	FALSE	NA
"2556"	"chr17-55"	"chr17"	55000001	56000000	"."	1000000	1476	1330	982	768	1121	1079	1324	1086	1210	787	2085	575	695	211	3277	2360	817	1263	828	0.399517	2556	23274	0.00411467823840036	FALSE	0.00274364364535687	FALSE	NA
"2557"	"chr17-56"	"chr17"	56000001	57000000	"."	1000000	1377	1277	1004	697	1172	1048	1282	1171	1313	788	1996	650	743	188	3480	2429	936	1329	839	0.4189	2557	23719	0.0117568132969229	FALSE	0.0117568132969229	FALSE	NA
"2558"	"chr17-57"	"chr17"	57000001	58000000	"."	1000000	1355	1282	937	843	1166	1083	1386	1187	1180	861	2229	610	761	219	3576	2395	840	1435	836	0.466694	2558	24181	0.00944118880514138	FALSE	0.00944118880514138	FALSE	NA
"2559"	"chr17-58"	"chr17"	58000001	59000000	"."	1000000	1345	1237	962	704	1058	982	1260	1052	1199	792	2044	591	687	200	3379	2293	819	1209	782	0.437565	2559	22595	0.00380394819475836	FALSE	0.00380394819475836	FALSE	NA
"2560"	"chr17-59"	"chr17"	59000001	60000000	"."	1000000	1462	1235	1020	710	1075	898	1200	1036	1189	738	2035	571	658	246	3052	2143	790	1326	697	0.418814	2560	22081	0.0316994325691102	FALSE	0.0185073432193536	FALSE	NA
"2561"	"chr17-60"	"chr17"	60000001	61000000	"."	1000000	1360	1263	908	673	1081	991	1272	1058	1320	805	2042	666	675	175	3312	2242	806	1295	747	0.415163	2561	22691	0.0149439808330859	FALSE	0.0100517761502081	FALSE	NA
"2562"	"chr17-61"	"chr17"	61000001	62000000	"."	1000000	1280	1275	931	730	1053	971	1298	1004	1196	751	1991	546	681	211	3178	2272	768	1261	838	0.405118	2562	22235	0.00387944989504622	FALSE	0.00387944989504622	FALSE	NA
"2563"	"chr17-62"	"chr17"	62000001	63000000	"."	1000000	1347	1211	984	647	1073	982	1270	1068	1246	880	2150	638	647	207	3348	2208	813	1248	771	0.434288	2563	22738	0.0151892879448021	FALSE	0.0107521497746187	FALSE	NA
"2564"	"chr17-63"	"chr17"	63000001	64000000	"."	1000000	1411	1273	1111	714	1109	1017	1286	1098	1216	793	2157	588	674	237	3514	2312	880	1352	723	0.441702	2564	23465	0.0210238418608674	FALSE	0.0210238418608674	FALSE	NA
"2565"	"chr17-64"	"chr17"	64000001	65000000	"."	1000000	1378	1291	1077	715	1208	999	1254	1168	1270	794	2239	598	743	208	3195	2361	853	1286	741	0.445983	2565	23378	0.0146473683724091	FALSE	0.0146473683724091	FALSE	NA
"2566"	"chr17-65"	"chr17"	65000001	66000000	"."	1000000	1375	1278	1041	764	1048	1072	1256	1160	1202	736	2148	572	685	185	3242	2387	822	1237	835	0.428911	2566	23045	0.00881414298549758	FALSE	0.00881414298549758	FALSE	NA
"2567"	"chr17-66"	"chr17"	66000001	67000000	"."	1000000	1381	1306	985	764	1121	1030	1340	1049	1328	851	2151	558	675	206	3420	2370	889	1317	802	0.435156	2567	23543	0.00687928445698854	FALSE	0.00687928445698854	FALSE	NA
"2568"	"chr17-67"	"chr17"	67000001	68000000	"."	1000000	1394	1307	924	747	931	1045	1252	1068	1190	864	2093	595	636	191	3240	2169	814	1303	851	0.435158	2568	22614	0.0119467822731023	FALSE	0.00850231208496522	FALSE	NA
"2569"	"chr17-68"	"chr17"	68000001	69000000	"."	1000000	1370	1308	972	763	1085	1050	1313	1088	1232	770	2084	614	631	216	3422	2222	812	1268	834	0.428353	2569	23054	0.00512054728186331	FALSE	0.00265117957008556	FALSE	NA
"2570"	"chr17-69"	"chr17"	69000001	70000000	"."	1000000	1394	1234	926	751	1063	1117	1317	1091	1262	847	2019	670	679	211	3211	2299	754	1282	828	0.381478	2570	22955	0.00972871488445653	FALSE	0.00602877191475969	FALSE	NA
"2571"	"chr17-70"	"chr17"	70000001	71000000	"."	1000000	1391	1291	890	749	1039	1076	1256	1085	1273	781	1821	603	733	212	3019	2183	791	1219	926	0.372256	2571	22338	0.0106452801636002	FALSE	0.0106452801636002	FALSE	NA
"2572"	"chr17-71"	"chr17"	71000001	72000000	"."	1000000	1320	1347	840	802	1106	1082	1314	1030	1233	685	2034	614	743	186	3054	2194	805	1266	837	0.380949	2572	22492	0.0134203097147007	FALSE	0.0134203097147007	FALSE	NA
"2573"	"chr17-72"	"chr17"	72000001	73000000	"."	1000000	1343	1337	1002	863	1093	1006	1325	1319	1227	796	2140	637	621	162	3614	2552	843	1430	871	0.457394	2573	24181	0.0329931599635413	FALSE	0.0218174723364767	FALSE	NA
"2574"	"chr17-73"	"chr17"	73000001	74000000	"."	1000000	1436	1340	996	720	1110	1049	1358	1261	1255	781	2457	578	708	194	3493	2467	922	1415	826	0.491661	2574	24366	0.0154518312473735	FALSE	0.0154518312473735	FALSE	NA
"2575"	"chr17-74"	"chr17"	74000001	75000000	"."	1000000	1347	1392	980	773	1054	1060	1330	1242	1323	826	2279	597	670	217	3800	2419	907	1375	817	0.514445	2575	24408	0.0114671270950466	FALSE	0.0114671270950466	FALSE	NA
"2576"	"chr17-75"	"chr17"	75000001	76000000	"."	1000000	1381	1413	995	729	1048	1014	1220	1138	1317	775	2226	620	727	229	3476	2214	878	1339	687	0.512171	2576	23426	0.0193673482302521	FALSE	0.0109047112382141	FALSE	NA
"2577"	"chr17-76"	"chr17"	76000001	77000000	"."	1000000	1436	1405	946	776	1207	961	1351	1140	1131	786	2242	565	684	203	3554	2332	891	1305	765	0.50493	2577	23680	0.0169751036156113	FALSE	0.0169751036156113	FALSE	NA
"2578"	"chr17-77"	"chr17"	77000001	78000000	"."	1000000	1422	1383	1005	681	1070	1014	1326	1148	1244	810	2191	587	668	166	3550	2513	949	1437	734	0.500256	2578	23898	0.0273664848613353	FALSE	0.019777475805346	FALSE	NA
"2579"	"chr17-78"	"chr17"	78000001	79000000	"."	1000000	1361	1321	1046	681	1015	1029	1328	1235	1213	800	2242	623	662	231	3511	2246	887	1267	731	0.507891	2579	23429	0.0214886616480195	FALSE	0.0214886616480195	FALSE	NA
"2580"	"chr17-79"	"chr17"	79000001	80000000	"."	1000000	1352	1417	1014	717	1158	1001	1223	1246	1288	755	2237	599	696	202	3654	2378	952	1295	779	0.540033	2580	23963	0.0194704024082449	FALSE	0.0194704024082449	FALSE	NA
"2581"	"chr17-80"	"chr17"	80000001	81000000	"."	1000000	1276	1355	1029	798	1089	1017	1199	1209	1246	743	2216	573	666	230	3470	2254	918	1449	837	0.510859	2581	23574	0.0198634748348457	FALSE	0.0198634748348457	FALSE	NA
"2582"	"chr17-81"	"chr17"	81000001	82000000	"."	1000000	1203	1177	916	622	1037	972	1273	1043	1114	708	2086	527	609	165	3388	2242	916	1233	714	0.548582	2582	21945	0.0250119420711993	FALSE	0.0167939177135578	FALSE	NA
"2583"	"chr17-82"	"chr17"	82000001	83000000	"."	1000000	1352	1320	961	831	1039	963	1363	1300	1166	839	2323	604	685	236	3625	2304	911	1275	863	0.540629	2583	23960	0.0220718125124509	FALSE	0.0220718125124509	FALSE	NA
"2584"	"chr17-83"	"chr17"	83000001	83257441	"."	257441	308	329	253	163	275	293	318	260	312	198	562	119	198	57	848	577	218	336	237	0.513174	2584	5861	0.0286856771605875	FALSE	0.0199377369788973	FALSE	NA
"2585"	"chr18-0"	"chr18"	1	1000000	"."	1000000	2227	2921	1850	1451	2303	2110	2465	2244	2068	1390	3303	1101	1189	365	5264	3725	1407	2040	2138	0.41875	2585	41561	0.0842561967151614	FALSE	NA	TRUE	NA
"2586"	"chr18-1"	"chr18"	1000001	2000000	"."	1000000	1317	1234	859	669	1079	1020	1388	1078	1183	713	1838	626	708	200	3203	2232	767	1296	1091	0.365784	2586	22501	0.03200712725439	FALSE	0.00928947000933606	FALSE	NA
"2587"	"chr18-2"	"chr18"	2000001	3000000	"."	1000000	1370	1359	984	755	1050	1110	1265	1130	1237	912	1974	601	765	177	3108	2280	771	1297	1069	0.390558	2587	23214	0.030541046947974	FALSE	0.0177671991288635	FALSE	NA
"2588"	"chr18-3"	"chr18"	3000001	4000000	"."	1000000	1413	1249	1015	680	1078	991	1239	1079	1231	821	2048	538	715	192	3152	2285	823	1292	915	0.416366	2588	22756	0.0102074896642193	FALSE	0.0102074896642193	FALSE	NA
"2589"	"chr18-4"	"chr18"	4000001	5000000	"."	1000000	1352	1227	895	748	1033	1007	1364	1092	1202	667	1936	598	762	201	3223	2251	750	1276	930	0.376326	2589	22514	0.0125428311451846	FALSE	0.0125428311451846	FALSE	NA
"2590"	"chr18-5"	"chr18"	5000001	6000000	"."	1000000	1341	1290	1074	711	1147	1081	1423	1103	1301	805	1922	594	756	222	3295	2319	765	1313	838	0.39887	2590	23300	0.0102900618058031	FALSE	0.0102900618058031	FALSE	NA
"2591"	"chr18-6"	"chr18"	6000001	7000000	"."	1000000	1362	1364	995	781	1091	1119	1387	1075	1361	752	2074	604	722	186	3078	2324	748	1337	861	0.398796	2591	23221	0.00976263041181411	FALSE	0.00976263041181411	FALSE	NA
"2592"	"chr18-7"	"chr18"	7000001	8000000	"."	1000000	1381	1296	1002	771	1067	1140	1465	1079	1257	768	1988	559	658	169	3216	2278	839	1362	851	0.417808	2592	23146	0.014827475334992	FALSE	0.00834145251585577	FALSE	NA
"2593"	"chr18-8"	"chr18"	8000001	9000000	"."	1000000	1315	1342	983	806	1043	1072	1377	1125	1301	815	2087	642	739	238	3370	2282	785	1389	831	0.426392	2593	23542	0.00965244296677215	FALSE	0.00601396037576379	FALSE	NA
"2594"	"chr18-9"	"chr18"	9000001	10000000	"."	1000000	1320	1304	1025	687	1010	1001	1286	1088	1317	831	2061	563	706	220	3269	2292	839	1290	893	0.410757	2594	23002	0.008916486114402	FALSE	0.008916486114402	FALSE	NA
"2595"	"chr18-10"	"chr18"	10000001	11000000	"."	1000000	1339	1289	1000	761	1136	1081	1371	1173	1317	815	2104	551	735	208	3448	2364	872	1282	835	0.426404	2595	23681	0.00388136814287311	FALSE	0.00210108300753023	FALSE	NA
"2596"	"chr18-11"	"chr18"	11000001	12000000	"."	1000000	1303	1255	943	807	1129	989	1262	1105	1188	835	2097	603	741	207	3405	2292	868	1242	827	0.424006	2596	23098	0.00770778621780592	FALSE	0.00770778621780592	FALSE	NA
"2597"	"chr18-12"	"chr18"	12000001	13000000	"."	1000000	1343	1233	1043	771	1136	966	1337	1054	1202	748	2175	553	722	213	3234	2219	840	1275	870	0.437057	2597	22934	0.00897567529696654	FALSE	0.00897567529696654	FALSE	NA
"2598"	"chr18-13"	"chr18"	13000001	14000000	"."	1000000	1419	1233	1050	727	1095	1015	1343	1186	1321	748	2277	567	653	203	3459	2333	841	1330	908	0.438687	2598	23708	0.0102401732114756	FALSE	0.0102401732114756	FALSE	NA
"2599"	"chr18-14"	"chr18"	14000001	15000000	"."	1000000	1374	1234	916	739	1124	1007	1234	1070	1115	714	2019	540	701	226	3287	2158	816	1267	762	0.408205	2599	22303	0.0117343660218846	FALSE	0.00754857403590703	FALSE	NA
"2600"	"chr18-15"	"chr18"	15000001	16000000	"."	1000000	1814	1573	1054	882	1122	1229	1535	1137	1653	938	2131	597	844	203	3562	2418	856	1361	1008	0.365777	2600	25917	0.0340305403177465	FALSE	0.0340305403177465	FALSE	NA
"2601"	"chr18-16"	"chr18"	16000001	17000000	"."	1000000	1755	1809	1060	1035	1406	976	1269	1386	1335	1153	2053	498	903	241	3131	2159	812	1275	967	0.396411	2601	25223	0.118096816552766	FALSE	NA	TRUE	NA
"2602"	"chr18-17"	"chr18"	17000001	18000000	"."	1000000	1714	1776	1029	949	1396	889	1154	1322	1275	1063	1922	517	875	283	3137	2183	771	1249	899	0.396848	2602	24403	0.13070384880859	FALSE	NA	TRUE	NA
"2603"	"chr18-18"	"chr18"	18000001	19000000	"."	1000000	1685	1624	846	890	1186	841	1096	1258	1187	909	1833	475	695	227	2940	2337	661	1194	884	0.39666	2603	22768	0.10160315775859	FALSE	NA	TRUE	NA
"2604"	"chr18-19"	"chr18"	19000001	20000000	"."	1000000	1573	1462	788	849	1146	737	972	1126	1042	821	1721	383	740	194	2843	2073	688	1185	801	0.396132	2604	21144	0.110514255234424	FALSE	NA	TRUE	NA
"2605"	"chr18-20"	"chr18"	20000001	21000000	"."	1000000	1362	1170	733	730	838	686	903	979	909	711	1564	375	551	140	2819	2054	719	965	781	0.368784	2605	18989	0.0840384445580449	FALSE	NA	TRUE	NA
"2606"	"chr18-21"	"chr18"	21000001	22000000	"."	1000000	1333	1342	1054	695	1065	1002	1282	1043	1272	831	1961	576	719	213	3167	2146	770	1261	799	0.404683	2606	22531	0.0110765943253378	FALSE	0.00755714205095826	FALSE	NA
"2607"	"chr18-22"	"chr18"	22000001	23000000	"."	1000000	1347	1300	951	831	1071	1050	1231	1097	1181	811	2015	562	648	194	3250	2392	788	1300	812	0.407798	2607	22831	0.00937305609016209	FALSE	0.00557202857462914	FALSE	NA
"2608"	"chr18-23"	"chr18"	23000001	24000000	"."	1000000	1443	1356	1044	753	1088	1056	1331	1168	1280	772	2154	537	636	210	3506	2399	864	1429	839	0.441589	2608	23865	0.0112561927061399	FALSE	0.0112561927061399	FALSE	NA
"2609"	"chr18-24"	"chr18"	24000001	25000000	"."	1000000	1422	1247	1033	752	1070	1000	1420	1160	1260	853	2075	673	765	237	3324	2323	835	1262	879	0.41299	2609	23590	0.0123313717965368	FALSE	0.0123313717965368	FALSE	NA
"2610"	"chr18-25"	"chr18"	25000001	26000000	"."	1000000	1388	1208	947	742	1028	1035	1381	1131	1316	854	1948	614	690	203	3277	2212	770	1281	858	0.391754	2610	22883	0.00680763038023054	FALSE	0.00479286273201021	FALSE	NA
"2611"	"chr18-26"	"chr18"	26000001	27000000	"."	1000000	1291	1231	928	733	1037	1036	1311	1091	1256	817	2069	565	670	225	3076	2334	827	1254	848	0.399973	2611	22599	0.00601549971547857	FALSE	0.00307466095654154	FALSE	NA
"2612"	"chr18-27"	"chr18"	27000001	28000000	"."	1000000	1330	1251	844	775	1128	1141	1306	1122	1229	752	1974	532	721	201	3214	2354	749	1173	842	0.374948	2612	22638	0.0112767656654008	FALSE	0.0112767656654008	FALSE	NA
"2613"	"chr18-28"	"chr18"	28000001	29000000	"."	1000000	1343	1249	850	744	1022	1028	1368	1013	1245	678	1956	597	709	252	3032	2190	781	1206	856	0.362586	2613	22119	0.0237582787679523	FALSE	0.00788935865535471	FALSE	NA
"2614"	"chr18-29"	"chr18"	29000001	30000000	"."	1000000	1173	1228	838	763	1000	1033	1384	1008	1203	686	1848	611	789	200	2992	2136	728	1155	863	0.34583	2614	21638	0.0222316575015355	FALSE	0.0156407822497794	FALSE	NA
"2615"	"chr18-30"	"chr18"	30000001	31000000	"."	1000000	1268	1182	853	793	1061	1034	1334	933	1171	817	1947	631	665	229	2942	2134	789	1217	827	0.353068	2615	21827	0.0208555667510381	FALSE	0.0208555667510381	FALSE	NA
"2616"	"chr18-31"	"chr18"	31000001	32000000	"."	1000000	1428	1222	939	646	1060	1070	1395	1077	1190	728	2089	615	652	233	3333	2190	776	1189	864	0.387696	2616	22696	0.0158206965661978	FALSE	0.0105574802303164	FALSE	NA
"2617"	"chr18-32"	"chr18"	32000001	33000000	"."	1000000	1357	1309	922	764	983	1060	1283	960	1302	792	2003	612	737	237	3074	2182	843	1248	810	0.391482	2617	22478	0.0153348469346831	FALSE	0.00931429269319567	FALSE	NA
"2618"	"chr18-33"	"chr18"	33000001	34000000	"."	1000000	1269	1159	858	716	997	1081	1321	997	1241	758	1798	609	744	200	2955	2154	755	1196	844	0.355323	2618	21652	0.0118524113802228	FALSE	0.0118524113802228	FALSE	NA
"2619"	"chr18-34"	"chr18"	34000001	35000000	"."	1000000	1309	1283	926	737	1091	1009	1331	1075	1245	786	2032	579	669	216	3108	2125	807	1317	850	0.368545	2619	22495	0.00394907183682971	FALSE	0.00282987516253481	FALSE	NA
"2620"	"chr18-35"	"chr18"	35000001	36000000	"."	1000000	1404	1267	983	716	1094	982	1339	1130	1212	760	2076	591	755	181	3424	2336	834	1235	787	0.40583	2620	23106	0.00823148326335516	FALSE	0.00592170934728625	FALSE	NA
"2621"	"chr18-36"	"chr18"	36000001	37000000	"."	1000000	1323	1278	968	753	1318	1052	1425	1032	1233	761	2087	603	714	197	3404	2368	740	1307	786	0.41376	2621	23349	0.016917264081162	FALSE	0.00679888427626175	FALSE	NA
"2622"	"chr18-37"	"chr18"	37000001	38000000	"."	1000000	1360	1364	936	779	1312	1042	1347	1315	1202	803	2360	629	701	268	3593	2441	938	1234	804	0.443613	2622	24428	0.0351871514806069	FALSE	0.0233053663465583	FALSE	NA
"2623"	"chr18-38"	"chr18"	38000001	39000000	"."	1000000	1364	1269	879	789	1019	1052	1291	1052	1197	701	2020	563	710	213	3080	2210	806	1330	881	0.371867	2623	22426	0.0081736922686137	FALSE	0.0081736922686137	FALSE	NA
