# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "pon.marburg.6p.fc.tsv" "-T" "8" "/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam" 
Geneid	Chr	Start	End	Strand	Length	/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam
chr18-74	chr18	74000001	75000000	.	1000000	1362	1358	1062	702	1051	1124
chr18-75	chr18	75000001	76000000	.	1000000	1342	1278	977	686	1041	1054
chr18-76	chr18	76000001	77000000	.	1000000	1367	1231	1074	727	1067	1063
chr18-77	chr18	77000001	78000000	.	1000000	1380	1346	986	795	1085	1000
chr18-78	chr18	78000001	79000000	.	1000000	1413	1324	1012	790	1050	1107
chr18-79	chr18	79000001	80000000	.	1000000	1359	1263	999	801	1255	1124
chr18-80	chr18	80000001	80373285	.	373285	345	362	247	223	269	283
chr19-0	chr19	1	1000000	.	1000000	1283	1132	938	689	999	932
chr19-1	chr19	1000001	2000000	.	1000000	1156	1268	863	631	1169	928
chr19-2	chr19	2000001	3000000	.	1000000	1289	1231	973	650	1053	974
chr19-3	chr19	3000001	4000000	.	1000000	1355	1245	900	696	1013	1022
chr19-4	chr19	4000001	5000000	.	1000000	1362	1224	1018	740	1047	955
chr19-5	chr19	5000001	6000000	.	1000000	1390	1332	971	721	1093	916
chr19-6	chr19	6000001	7000000	.	1000000	1290	1189	916	648	1077	865
chr19-7	chr19	7000001	8000000	.	1000000	1411	1337	907	790	1063	1006
chr19-8	chr19	8000001	9000000	.	1000000	1495	1418	1070	790	1099	1006
chr19-9	chr19	9000001	10000000	.	1000000	1390	1282	885	790	1100	1036
chr19-10	chr19	10000001	11000000	.	1000000	1321	1287	894	731	1133	909
chr19-11	chr19	11000001	12000000	.	1000000	1328	1327	905	806	1067	1009
chr19-12	chr19	12000001	13000000	.	1000000	1450	1256	953	676	1014	993
chr19-13	chr19	13000001	14000000	.	1000000	1314	1365	1004	698	1034	1046
chr19-14	chr19	14000001	15000000	.	1000000	1337	1293	899	758	978	974
chr19-15	chr19	15000001	16000000	.	1000000	1355	1362	961	735	1023	984
chr19-16	chr19	16000001	17000000	.	1000000	1431	1379	1008	752	1014	1011
chr19-17	chr19	17000001	18000000	.	1000000	1325	1325	1018	751	1062	922
chr19-18	chr19	18000001	19000000	.	1000000	1397	1273	897	717	1068	915
chr19-19	chr19	19000001	20000000	.	1000000	1345	1226	1045	818	1034	987
chr19-20	chr19	20000001	21000000	.	1000000	1361	1224	887	761	1109	1128
chr19-21	chr19	21000001	22000000	.	1000000	1387	1236	805	777	1054	1035
chr19-22	chr19	22000001	23000000	.	1000000	1314	1298	795	694	1075	966
chr19-23	chr19	23000001	24000000	.	1000000	1368	1294	921	664	1067	1071
chr19-24	chr19	24000001	25000000	.	1000000	771	746	677	432	723	574
chr19-25	chr19	25000001	26000000	.	1000000	0	0	0	0	0	0
chr19-26	chr19	26000001	27000000	.	1000000	0	0	0	0	0	0
chr19-27	chr19	27000001	28000000	.	1000000	1217	1187	878	628	940	929
chr19-28	chr19	28000001	29000000	.	1000000	1308	1342	914	753	1066	1013
chr19-29	chr19	29000001	30000000	.	1000000	1465	1348	952	747	1059	937
chr19-30	chr19	30000001	31000000	.	1000000	1456	1395	937	842	1010	1069
chr19-31	chr19	31000001	32000000	.	1000000	1392	1241	935	766	1062	1024
chr19-32	chr19	32000001	33000000	.	1000000	1391	1358	946	695	1078	1042
chr19-33	chr19	33000001	34000000	.	1000000	1418	1319	1063	741	1148	971
chr19-34	chr19	34000001	35000000	.	1000000	1448	1302	947	741	1067	982
chr19-35	chr19	35000001	36000000	.	1000000	1328	1307	928	739	1019	916
chr19-36	chr19	36000001	37000000	.	1000000	1402	1381	983	831	1249	1083
chr19-37	chr19	37000001	38000000	.	1000000	1457	1367	982	808	1160	1148
chr19-38	chr19	38000001	39000000	.	1000000	1439	1313	904	750	1046	905
chr19-39	chr19	39000001	40000000	.	1000000	1396	1312	1070	690	1169	944
chr19-40	chr19	40000001	41000000	.	1000000	1397	1236	857	747	1028	985
chr19-41	chr19	41000001	42000000	.	1000000	1318	1254	1062	717	1060	969
chr19-42	chr19	42000001	43000000	.	1000000	1274	1397	988	722	1095	1006
chr19-43	chr19	43000001	44000000	.	1000000	1406	1395	968	681	1051	958
chr19-44	chr19	44000001	45000000	.	1000000	1385	1288	880	753	1031	1059
chr19-45	chr19	45000001	46000000	.	1000000	1330	1332	951	694	1102	914
chr19-46	chr19	46000001	47000000	.	1000000	1366	1340	1028	767	1091	990
chr19-47	chr19	47000001	48000000	.	1000000	1570	1334	1084	782	1099	1124
chr19-48	chr19	48000001	49000000	.	1000000	1392	1351	1035	726	1059	1000
chr19-49	chr19	49000001	50000000	.	1000000	1339	1302	918	704	963	945
chr19-50	chr19	50000001	51000000	.	1000000	1569	1430	1071	825	1108	1014
chr19-51	chr19	51000001	52000000	.	1000000	1387	1339	966	798	1044	946
chr19-52	chr19	52000001	53000000	.	1000000	1420	1339	921	704	1078	963
chr19-53	chr19	53000001	54000000	.	1000000	1322	1263	1001	725	1085	978
chr19-54	chr19	54000001	55000000	.	1000000	1386	1286	944	846	967	1043
chr19-55	chr19	55000001	56000000	.	1000000	1285	1311	938	672	1034	921
chr19-56	chr19	56000001	57000000	.	1000000	1440	1413	929	776	1008	1008
chr19-57	chr19	57000001	58000000	.	1000000	1381	1346	918	797	1038	1121
chr19-58	chr19	58000001	58617616	.	617616	863	784	558	491	626	573
chr20-0	chr20	1	1000000	.	1000000	1360	1237	912	634	1040	1075
chr20-1	chr20	1000001	2000000	.	1000000	1417	1292	1043	737	1137	1050
chr20-2	chr20	2000001	3000000	.	1000000	1337	1333	1066	761	1035	1048
chr20-3	chr20	3000001	4000000	.	1000000	1372	1360	977	810	1128	1001
chr20-4	chr20	4000001	5000000	.	1000000	1518	1328	1065	775	1043	999
chr20-5	chr20	5000001	6000000	.	1000000	1395	1430	1011	716	974	1012
chr20-6	chr20	6000001	7000000	.	1000000	1376	1287	924	743	1041	1039
chr20-7	chr20	7000001	8000000	.	1000000	1418	1246	994	735	1124	963
chr20-8	chr20	8000001	9000000	.	1000000	1352	1282	948	769	1057	1120
chr20-9	chr20	9000001	10000000	.	1000000	1442	1198	966	709	1022	1158
chr20-10	chr20	10000001	11000000	.	1000000	1386	1294	1019	758	1098	1070
chr20-11	chr20	11000001	12000000	.	1000000	1363	1273	975	737	1044	1052
chr20-12	chr20	12000001	13000000	.	1000000	1399	1359	920	757	1007	1059
chr20-13	chr20	13000001	14000000	.	1000000	1323	1304	1012	716	1089	1014
chr20-14	chr20	14000001	15000000	.	1000000	1320	1232	897	719	1010	988
chr20-15	chr20	15000001	16000000	.	1000000	1362	1231	891	793	1101	1062
chr20-16	chr20	16000001	17000000	.	1000000	1417	1298	942	829	1023	1068
chr20-17	chr20	17000001	18000000	.	1000000	1339	1301	1053	767	1105	1007
chr20-18	chr20	18000001	19000000	.	1000000	1464	1382	900	783	1081	979
chr20-19	chr20	19000001	20000000	.	1000000	1319	1448	1029	755	1080	1091
chr20-20	chr20	20000001	21000000	.	1000000	1429	1450	972	841	1149	1045
chr20-21	chr20	21000001	22000000	.	1000000	1419	1301	926	785	1099	918
chr20-22	chr20	22000001	23000000	.	1000000	1455	1314	954	817	1111	980
chr20-23	chr20	23000001	24000000	.	1000000	1317	1346	1044	790	1118	992
chr20-24	chr20	24000001	25000000	.	1000000	1386	1359	940	669	1135	1087
chr20-25	chr20	25000001	26000000	.	1000000	1446	1387	994	826	1043	1054
chr20-26	chr20	26000001	27000000	.	1000000	1587	1744	1193	1160	1816	1581
chr20-27	chr20	27000001	28000000	.	1000000	1738	2048	1737	1103	2150	1981
chr20-28	chr20	28000001	29000000	.	1000000	1954	1870	1569	1430	1993	1647
chr20-29	chr20	29000001	30000000	.	1000000	1989	1506	1220	1116	1712	1501
chr20-30	chr20	30000001	31000000	.	1000000	1515	1308	962	880	1210	1152
chr20-31	chr20	31000001	32000000	.	1000000	1714	1662	1415	777	1423	1379
chr20-32	chr20	32000001	33000000	.	1000000	1404	1265	991	745	1022	980
chr20-33	chr20	33000001	34000000	.	1000000	1415	1379	941	736	1128	940
chr20-34	chr20	34000001	35000000	.	1000000	1364	1381	985	788	1030	1004
chr20-35	chr20	35000001	36000000	.	1000000	1330	1224	982	733	1054	982
chr20-36	chr20	36000001	37000000	.	1000000	1325	1248	1045	743	1069	1042
chr20-37	chr20	37000001	38000000	.	1000000	1325	1266	983	738	1110	982
chr20-38	chr20	38000001	39000000	.	1000000	1496	1315	900	749	1002	1057
chr20-39	chr20	39000001	40000000	.	1000000	1330	1310	984	781	1043	1056
chr20-40	chr20	40000001	41000000	.	1000000	1446	1217	1013	707	1092	1045
chr20-41	chr20	41000001	42000000	.	1000000	1347	1327	1017	701	1078	1034
chr20-42	chr20	42000001	43000000	.	1000000	1409	1357	963	734	1034	1004
chr20-43	chr20	43000001	44000000	.	1000000	1416	1289	946	750	1067	1061
chr20-44	chr20	44000001	45000000	.	1000000	1335	1258	974	794	1046	1026
chr20-45	chr20	45000001	46000000	.	1000000	1354	1266	895	668	1124	1050
chr20-46	chr20	46000001	47000000	.	1000000	1467	1340	991	775	1066	994
chr20-47	chr20	47000001	48000000	.	1000000	1396	1376	995	717	1095	982
chr20-48	chr20	48000001	49000000	.	1000000	1465	1267	1018	713	1017	1022
chr20-49	chr20	49000001	50000000	.	1000000	1332	1269	1011	720	1077	908
chr20-50	chr20	50000001	51000000	.	1000000	1372	1298	1079	777	1075	996
chr20-51	chr20	51000001	52000000	.	1000000	1446	1336	1092	838	1074	956
chr20-52	chr20	52000001	53000000	.	1000000	1377	1317	872	715	1026	1099
chr20-53	chr20	53000001	54000000	.	1000000	1303	1285	1052	679	1026	991
chr20-54	chr20	54000001	55000000	.	1000000	1369	1221	991	738	1035	974
chr20-55	chr20	55000001	56000000	.	1000000	1353	1234	908	749	1063	1080
chr20-56	chr20	56000001	57000000	.	1000000	1312	1368	950	745	1127	1016
chr20-57	chr20	57000001	58000000	.	1000000	1412	1295	1083	791	1080	1054
chr20-58	chr20	58000001	59000000	.	1000000	1401	1291	858	784	1082	967
chr20-59	chr20	59000001	60000000	.	1000000	1431	1275	1002	792	1158	955
chr20-60	chr20	60000001	61000000	.	1000000	1374	1306	988	759	1027	1049
chr20-61	chr20	61000001	62000000	.	1000000	1425	1284	969	799	1087	989
chr20-62	chr20	62000001	63000000	.	1000000	1340	1326	940	670	1062	950
chr20-63	chr20	63000001	64000000	.	1000000	1334	1401	956	793	1119	1045
chr20-64	chr20	64000001	64444167	.	444167	439	417	291	240	346	389
chr21-0	chr21	1	1000000	.	1000000	0	0	0	0	0	0
chr21-1	chr21	1000001	2000000	.	1000000	0	0	0	0	0	0
chr21-2	chr21	2000001	3000000	.	1000000	0	0	0	0	0	0
chr21-3	chr21	3000001	4000000	.	1000000	0	0	0	0	0	0
chr21-4	chr21	4000001	5000000	.	1000000	0	0	0	0	0	0
chr21-5	chr21	5000001	6000000	.	1000000	815	710	542	468	674	543
chr21-6	chr21	6000001	7000000	.	1000000	646	555	432	380	467	427
chr21-7	chr21	7000001	8000000	.	1000000	1085	1123	902	693	962	886
chr21-8	chr21	8000001	9000000	.	1000000	8997	6886	3462	2820	5896	4269
chr21-9	chr21	9000001	10000000	.	1000000	2016	2043	1256	1448	1645	1314
chr21-10	chr21	10000001	11000000	.	1000000	2985	3040	1793	1602	1923	1695
chr21-11	chr21	11000001	12000000	.	1000000	0	0	0	0	0	0
chr21-12	chr21	12000001	13000000	.	1000000	75	94	84	62	90	92
chr21-13	chr21	13000001	14000000	.	1000000	1274	1153	728	684	1026	970
chr21-14	chr21	14000001	15000000	.	1000000	1330	1194	979	718	1069	1019
chr21-15	chr21	15000001	16000000	.	1000000	1299	1228	1032	794	1053	1027
chr21-16	chr21	16000001	17000000	.	1000000	1290	1251	788	736	1070	1004
chr21-17	chr21	17000001	18000000	.	1000000	1266	1218	960	742	1118	1103
chr21-18	chr21	18000001	19000000	.	1000000	1328	1188	856	701	995	1062
chr21-19	chr21	19000001	20000000	.	1000000	1345	1175	846	686	1061	1100
chr21-20	chr21	20000001	21000000	.	1000000	1155	1288	833	695	995	1033
chr21-21	chr21	21000001	22000000	.	1000000	1200	1237	809	677	1001	1013
chr21-22	chr21	22000001	23000000	.	1000000	1340	1170	885	699	998	1014
chr21-23	chr21	23000001	24000000	.	1000000	1221	1239	801	665	1058	1042
chr21-24	chr21	24000001	25000000	.	1000000	1312	1153	852	748	1026	1081
chr21-25	chr21	25000001	26000000	.	1000000	1340	1202	898	717	1061	1037
chr21-26	chr21	26000001	27000000	.	1000000	1377	1339	896	757	1114	1025
chr21-27	chr21	27000001	28000000	.	1000000	1272	1308	931	754	1046	946
chr21-28	chr21	28000001	29000000	.	1000000	1342	1271	879	710	983	1001
chr21-29	chr21	29000001	30000000	.	1000000	1348	1211	965	761	863	1056
chr21-30	chr21	30000001	31000000	.	1000000	1420	1275	911	825	1069	1058
chr21-31	chr21	31000001	32000000	.	1000000	1365	1350	996	690	1181	985
chr21-32	chr21	32000001	33000000	.	1000000	1358	1378	992	723	1003	1076
chr21-33	chr21	33000001	34000000	.	1000000	1411	1309	1012	778	1102	927
chr21-34	chr21	34000001	35000000	.	1000000	1354	1196	1052	782	911	914
chr21-35	chr21	35000001	36000000	.	1000000	1416	1256	940	753	1149	981
chr21-36	chr21	36000001	37000000	.	1000000	1299	1319	946	732	1086	998
chr21-37	chr21	37000001	38000000	.	1000000	1431	1326	993	721	1057	1024
chr21-38	chr21	38000001	39000000	.	1000000	1419	1303	1026	753	1060	1038
chr21-39	chr21	39000001	40000000	.	1000000	1348	1295	967	774	1131	994
chr21-40	chr21	40000001	41000000	.	1000000	1313	1381	911	740	1012	1061
chr21-41	chr21	41000001	42000000	.	1000000	1323	1306	1005	717	1116	1065
chr21-42	chr21	42000001	43000000	.	1000000	1357	1370	966	755	1116	1046
chr21-43	chr21	43000001	44000000	.	1000000	1175	1085	756	534	922	721
chr21-44	chr21	44000001	45000000	.	1000000	1309	1243	861	638	992	895
chr21-45	chr21	45000001	46000000	.	1000000	1366	1364	1000	686	1080	983
chr21-46	chr21	46000001	46709983	.	709983	980	904	712	513	777	842
chr22-0	chr22	1	1000000	.	1000000	0	0	0	0	0	0
chr22-1	chr22	1000001	2000000	.	1000000	0	0	0	0	0	0
chr22-2	chr22	2000001	3000000	.	1000000	0	0	0	0	0	0
chr22-3	chr22	3000001	4000000	.	1000000	0	0	0	0	0	0
chr22-4	chr22	4000001	5000000	.	1000000	0	0	0	0	0	0
chr22-5	chr22	5000001	6000000	.	1000000	0	0	0	0	0	0
chr22-6	chr22	6000001	7000000	.	1000000	0	0	0	0	0	0
chr22-7	chr22	7000001	8000000	.	1000000	0	0	0	0	0	0
chr22-8	chr22	8000001	9000000	.	1000000	0	0	0	0	0	0
chr22-9	chr22	9000001	10000000	.	1000000	0	0	0	0	0	0
chr22-10	chr22	10000001	11000000	.	1000000	746	698	519	457	643	899
chr22-11	chr22	11000001	12000000	.	1000000	1487	1575	1023	914	1346	1316
chr22-12	chr22	12000001	13000000	.	1000000	1734	1610	1002	940	1436	1279
chr22-13	chr22	13000001	14000000	.	1000000	0	0	0	0	0	0
chr22-14	chr22	14000001	15000000	.	1000000	0	0	0	0	0	0
chr22-15	chr22	15000001	16000000	.	1000000	1365	1286	1170	740	1089	1176
chr22-16	chr22	16000001	17000000	.	1000000	1335	1316	990	730	1100	1063
chr22-17	chr22	17000001	18000000	.	1000000	1413	1330	1061	725	1075	1040
chr22-18	chr22	18000001	19000000	.	1000000	1055	987	674	602	973	676
chr22-19	chr22	19000001	20000000	.	1000000	1410	1270	937	737	1120	1015
chr22-20	chr22	20000001	21000000	.	1000000	1335	1367	1020	752	1112	1008
chr22-21	chr22	21000001	22000000	.	1000000	1283	1194	933	580	1113	914
chr22-22	chr22	22000001	23000000	.	1000000	1454	1319	1089	804	1068	988
chr22-23	chr22	23000001	24000000	.	1000000	1423	1290	969	739	1131	949
chr22-24	chr22	24000001	25000000	.	1000000	1401	1342	894	741	1025	985
chr22-25	chr22	25000001	26000000	.	1000000	1372	1315	928	741	1205	996
chr22-26	chr22	26000001	27000000	.	1000000	1430	1363	978	814	1034	998
chr22-27	chr22	27000001	28000000	.	1000000	1413	1365	993	750	1010	982
chr22-28	chr22	28000001	29000000	.	1000000	1454	1206	1026	647	1111	1089
chr22-29	chr22	29000001	30000000	.	1000000	1391	1351	964	743	999	1032
chr22-30	chr22	30000001	31000000	.	1000000	1433	1298	964	700	1066	1017
chr22-31	chr22	31000001	32000000	.	1000000	1379	1352	1026	714	1126	923
chr22-32	chr22	32000001	33000000	.	1000000	1333	1327	992	787	1057	958
chr22-33	chr22	33000001	34000000	.	1000000	1423	1272	999	754	1108	1060
chr22-34	chr22	34000001	35000000	.	1000000	1337	1264	984	731	1089	1006
chr22-35	chr22	35000001	36000000	.	1000000	1418	1291	1011	685	1130	1048
chr22-36	chr22	36000001	37000000	.	1000000	1451	1283	1063	748	1069	1008
chr22-37	chr22	37000001	38000000	.	1000000	1326	1291	947	775	1031	961
chr22-38	chr22	38000001	39000000	.	1000000	1481	1309	983	704	1018	1019
chr22-39	chr22	39000001	40000000	.	1000000	1386	1383	997	774	1069	936
chr22-40	chr22	40000001	41000000	.	1000000	1350	1301	1034	779	1007	1043
chr22-41	chr22	41000001	42000000	.	1000000	1332	1321	954	758	1026	937
chr22-42	chr22	42000001	43000000	.	1000000	1523	1375	975	764	1072	1063
chr22-43	chr22	43000001	44000000	.	1000000	1316	1340	999	736	1171	938
chr22-44	chr22	44000001	45000000	.	1000000	1392	1362	1047	779	1094	1065
chr22-45	chr22	45000001	46000000	.	1000000	1343	1281	961	770	1128	1038
chr22-46	chr22	46000001	47000000	.	1000000	1342	1284	1008	721	1112	910
chr22-47	chr22	47000001	48000000	.	1000000	1424	1351	965	786	1188	1062
chr22-48	chr22	48000001	49000000	.	1000000	1413	1418	955	771	1100	1131
chr22-49	chr22	49000001	50000000	.	1000000	1345	1345	907	763	1097	943
chr22-50	chr22	50000001	50818468	.	818468	1065	1043	802	559	971	797
chrX-0	chrX	1	1000000	.	1000000	1096	1057	714	549	759	752
chrX-1	chrX	1000001	2000000	.	1000000	1276	1202	916	684	1047	916
chrX-2	chrX	2000001	3000000	.	1000000	966	1010	722	571	928	823
chrX-3	chrX	3000001	4000000	.	1000000	697	607	407	366	987	965
chrX-4	chrX	4000001	5000000	.	1000000	643	620	453	405	1010	1028
chrX-5	chrX	5000001	6000000	.	1000000	669	573	430	359	1007	1098
chrX-6	chrX	6000001	7000000	.	1000000	675	657	489	353	1027	1012
chrX-7	chrX	7000001	8000000	.	1000000	618	669	497	371	1092	1076
chrX-8	chrX	8000001	9000000	.	1000000	751	654	457	345	1090	1043
chrX-9	chrX	9000001	10000000	.	1000000	664	711	501	365	1109	1027
chrX-10	chrX	10000001	11000000	.	1000000	716	657	505	433	1011	1145
chrX-11	chrX	11000001	12000000	.	1000000	744	629	561	392	1124	1030
chrX-12	chrX	12000001	13000000	.	1000000	699	651	465	389	1069	1103
chrX-13	chrX	13000001	14000000	.	1000000	710	629	470	381	1001	1001
chrX-14	chrX	14000001	15000000	.	1000000	750	666	495	385	1023	1044
chrX-15	chrX	15000001	16000000	.	1000000	658	688	514	362	1025	1041
chrX-16	chrX	16000001	17000000	.	1000000	697	690	518	336	1091	1003
chrX-17	chrX	17000001	18000000	.	1000000	704	664	528	379	1053	1117
chrX-18	chrX	18000001	19000000	.	1000000	690	678	517	358	1021	1052
chrX-19	chrX	19000001	20000000	.	1000000	651	606	510	409	1047	1036
chrX-20	chrX	20000001	21000000	.	1000000	657	745	493	357	953	1040
chrX-21	chrX	21000001	22000000	.	1000000	621	614	452	358	1070	1072
chrX-22	chrX	22000001	23000000	.	1000000	635	619	476	343	971	1023
chrX-23	chrX	23000001	24000000	.	1000000	720	643	488	362	1028	960
chrX-24	chrX	24000001	25000000	.	1000000	649	630	517	386	1093	1061
chrX-25	chrX	25000001	26000000	.	1000000	691	666	448	386	1079	993
chrX-26	chrX	26000001	27000000	.	1000000	665	585	397	350	1046	1021
chrX-27	chrX	27000001	28000000	.	1000000	679	623	399	395	1092	1060
chrX-28	chrX	28000001	29000000	.	1000000	683	621	390	366	1073	997
chrX-29	chrX	29000001	30000000	.	1000000	640	658	407	370	1141	955
chrX-30	chrX	30000001	31000000	.	1000000	674	682	471	372	1085	992
chrX-31	chrX	31000001	32000000	.	1000000	646	614	461	359	1089	1027
chrX-32	chrX	32000001	33000000	.	1000000	643	615	457	368	1020	1016
chrX-33	chrX	33000001	34000000	.	1000000	659	613	413	318	1009	1035
chrX-34	chrX	34000001	35000000	.	1000000	748	638	421	340	991	1034
chrX-35	chrX	35000001	36000000	.	1000000	690	666	430	344	1046	1017
chrX-36	chrX	36000001	37000000	.	1000000	602	627	496	355	1047	1123
chrX-37	chrX	37000001	38000000	.	1000000	579	510	363	291	867	787
chrX-38	chrX	38000001	39000000	.	1000000	699	661	499	370	982	1099
chrX-39	chrX	39000001	40000000	.	1000000	765	703	461	345	1104	1032
chrX-40	chrX	40000001	41000000	.	1000000	704	722	486	389	993	1002
chrX-41	chrX	41000001	42000000	.	1000000	682	610	493	363	1056	1014
chrX-42	chrX	42000001	43000000	.	1000000	681	641	505	365	1145	1028
chrX-43	chrX	43000001	44000000	.	1000000	669	588	455	357	1075	1051
chrX-44	chrX	44000001	45000000	.	1000000	760	602	497	362	1073	1018
chrX-45	chrX	45000001	46000000	.	1000000	715	586	496	361	1023	982
chrX-46	chrX	46000001	47000000	.	1000000	644	624	508	393	1080	1127
chrX-47	chrX	47000001	48000000	.	1000000	704	646	513	386	1028	951
chrX-48	chrX	48000001	49000000	.	1000000	662	688	466	346	1133	1007
chrX-49	chrX	49000001	50000000	.	1000000	528	548	507	368	993	930
chrX-50	chrX	50000001	51000000	.	1000000	676	624	491	345	987	1005
chrX-51	chrX	51000001	52000000	.	1000000	701	703	437	396	1101	979
chrX-52	chrX	52000001	53000000	.	1000000	775	707	436	396	1183	1060
chrX-53	chrX	53000001	54000000	.	1000000	616	628	506	352	954	1069
chrX-54	chrX	54000001	55000000	.	1000000	666	651	509	410	1056	965
chrX-55	chrX	55000001	56000000	.	1000000	779	692	488	360	1044	993
chrX-56	chrX	56000001	57000000	.	1000000	705	629	488	410	1077	1108
chrX-57	chrX	57000001	58000000	.	1000000	667	679	470	364	1099	1099
chrX-58	chrX	58000001	59000000	.	1000000	605	644	567	398	1059	1100
chrX-59	chrX	59000001	60000000	.	1000000	594	623	593	365	1029	1031
chrX-60	chrX	60000001	61000000	.	1000000	527	552	534	365	1012	998
chrX-61	chrX	61000001	62000000	.	1000000	563	564	545	346	899	949
chrX-62	chrX	62000001	63000000	.	1000000	667	653	516	388	1007	989
chrX-63	chrX	63000001	64000000	.	1000000	707	574	454	398	1096	1036
chrX-64	chrX	64000001	65000000	.	1000000	855	707	452	356	1060	1052
chrX-65	chrX	65000001	66000000	.	1000000	711	630	487	369	995	1067
chrX-66	chrX	66000001	67000000	.	1000000	747	683	517	354	1002	1050
chrX-67	chrX	67000001	68000000	.	1000000	715	678	453	384	1102	1134
chrX-68	chrX	68000001	69000000	.	1000000	768	650	481	384	1058	1003
chrX-69	chrX	69000001	70000000	.	1000000	699	665	482	351	1084	1023
chrX-70	chrX	70000001	71000000	.	1000000	644	724	547	381	1030	1040
chrX-71	chrX	71000001	72000000	.	1000000	667	753	518	397	1018	988
chrX-72	chrX	72000001	73000000	.	1000000	763	746	533	376	1031	1029
chrX-73	chrX	73000001	74000000	.	1000000	681	749	447	399	967	1040
chrX-74	chrX	74000001	75000000	.	1000000	739	722	478	355	1070	970
chrX-75	chrX	75000001	76000000	.	1000000	701	632	435	396	1050	1007
chrX-76	chrX	76000001	77000000	.	1000000	698	700	421	405	1034	1000
chrX-77	chrX	77000001	78000000	.	1000000	662	617	455	412	998	1142
chrX-78	chrX	78000001	79000000	.	1000000	659	631	489	390	1061	1010
chrX-79	chrX	79000001	80000000	.	1000000	716	580	475	381	1044	1060
chrX-80	chrX	80000001	81000000	.	1000000	713	670	425	394	1019	958
chrX-81	chrX	81000001	82000000	.	1000000	661	617	417	390	932	1055
chrX-82	chrX	82000001	83000000	.	1000000	708	575	362	351	1032	1082
chrX-83	chrX	83000001	84000000	.	1000000	639	559	420	386	1116	992
chrX-84	chrX	84000001	85000000	.	1000000	669	593	460	387	1005	1087
chrX-85	chrX	85000001	86000000	.	1000000	638	648	432	368	1128	1051
