""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"norm.clean.iqr"	"var_blocked"	"blocked"
"2788"	"chr20-63"	"chr20"	63000001	64000000	"."	1000000	1334	1401	956	793	1119	1045	1233	1217	1214	806	2304	492	633	203	3538	2271	862	1284	1001	0.572258	2	"neutral"	2788	23706	1247.68421052632	1.00943396226415	0.0859106719730935	0.00724333225848949	FALSE	1.02896249115096	1.00943396226415	0.00396673705297731	0.0629820375422812	0.0718060245782346	FALSE	FALSE
"2789"	"chr20-64"	"chr20"	64000001	64444167	"."	444167	439	417	291	240	346	389	460	421	455	247	730	188	226	80	1151	813	342	444	346	0.399802	2	"neutral"	2789	8025	422.368421052632	0.350076103500761	0.0343104741327031	0.0096056886612504	FALSE	0.352535066387393	0.350076103500761	0.00117720863521089	0.0343104741327031	0.0457665356022529	FALSE	FALSE
"2790"	"chr21-0"	"chr21"	1	1000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2790	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2791"	"chr21-1"	"chr21"	1000001	2000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2791	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2792"	"chr21-2"	"chr21"	2000001	3000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2792	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2793"	"chr21-3"	"chr21"	3000001	4000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2793	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2794"	"chr21-4"	"chr21"	4000001	5000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2794	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2795"	"chr21-5"	"chr21"	5000001	6000000	"."	1000000	815	710	542	468	674	543	757	761	697	499	1289	341	349	122	1949	1417	521	854	457	0.299421	2	"neutral"	2795	13765	724.473684210526	0.603256846780163	0.0515194044946691	0.00729351951690718	TRUE	0.59993003861075	0.603256846780163	0.00265424903948533	0.0515194044946691	0.067699878434195	FALSE	TRUE
"2796"	"chr21-6"	"chr21"	6000001	7000000	"."	1000000	646	555	432	380	467	427	511	567	573	300	972	240	257	93	1512	955	396	525	398	0.346066	2	"neutral"	2796	10206	537.157894736842	0.455216016859852	0.0433924275045161	0.00908642035763257	FALSE	0.44555681964287	0.455216016859852	0.00188290276473468	0.0433924275045161	0.0652655232441701	FALSE	FALSE
"2797"	"chr21-7"	"chr21"	7000001	8000000	"."	1000000	1085	1123	902	693	962	886	1210	1000	1155	894	1780	502	562	171	3014	2188	699	1212	811	0.305757	2	"neutral"	2797	20849	1097.31578947368	0.920852359208524	0.0790713180290317	0.00737323279206044	TRUE	0.896940557332816	0.912919124100969	0.00282120342435173	0.0531150018766048	0.0762991200015505	FALSE	TRUE
"2798"	"chr21-8"	"chr21"	8000001	9000000	"."	1000000	8997	6886	3462	2820	5896	4269	4698	6100	6352	5401	15632	3358	4799	1176	23188	16020	5847	9540	2549	0.305673	2	"neutral"	2798	136990	7210	5.69152542372881	1.47780500894347	0.0674181619774217	TRUE	5.71353795833646	5.69152542372881	0.00981863318136247	0.0990890164516858	0.0972379525775455	TRUE	TRUE
"2799"	"chr21-9"	"chr21"	9000001	10000000	"."	1000000	2016	2043	1256	1448	1645	1314	1910	1782	2126	1137	3542	907	1140	361	5555	3805	1368	2074	1458	0.330381	2	"neutral"	2799	36887	1941.42105263158	1.63050314465409	0.163724455036873	0.0100828620551242	TRUE	1.6195786535459	1.63050314465409	0.00723891993127355	0.0850818425474763	0.141381833385596	TRUE	TRUE
"2800"	"chr21-10"	"chr21"	10000001	11000000	"."	1000000	2985	3040	1793	1602	1923	1695	2683	2086	2117	1504	3823	1394	1535	461	5907	4191	1551	2460	1595	0.309396	2	"neutral"	2800	44345	2333.94736842105	1.92435424354244	0.215589148608823	0.0125511566813596	TRUE	1.93102979367245	1.92302049526519	0.00256673599076845	0.0506629646859365	0.0290679145953634	FALSE	TRUE
"2801"	"chr21-11"	"chr21"	11000001	12000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385909	2	"neutral"	2801	0	0	0	0	NA	FALSE	0	0	0	0	0	TRUE	TRUE
"2802"	"chr21-12"	"chr21"	12000001	13000000	"."	1000000	75	94	84	62	90	92	128	102	70	58	110	33	61	10	231	145	55	90	52	0.366823	2	"neutral"	2802	1642	86.4210526315789	0.0709786449531418	0.0148837648486794	0.0439713897228028	FALSE	0.0725985174326719	0.0709786449531418	0.000221526456070786	0.0148837648486794	0.0262416945465041	FALSE	FALSE
"2803"	"chr21-13"	"chr21"	13000001	14000000	"."	1000000	1274	1153	728	684	1026	970	1246	930	1208	681	1847	550	682	216	2950	2071	741	1187	816	0.391073	2	"neutral"	2803	20960	1103.15789473684	0.932203389830508	0.0593868128257182	0.0040584358030991	FALSE	0.92821653249509	0.932203389830508	0.00110286301938141	0.03320938149652	0.0418123787389104	FALSE	FALSE
"2804"	"chr21-14"	"chr21"	14000001	15000000	"."	1000000	1330	1194	979	718	1069	1019	1322	1016	1256	794	1851	578	734	222	3301	2102	827	1303	875	0.376989	2	"neutral"	2804	22490	1183.68421052632	1.00608828006088	0.0484103321367539	0.00231528226299222	FALSE	0.997508142760666	1.00608828006088	0.00234356025759082	0.0484103321367539	0.0527762375183757	FALSE	FALSE
"2805"	"chr21-15"	"chr21"	15000001	16000000	"."	1000000	1299	1228	1032	794	1053	1027	1239	1043	1301	767	1947	570	753	227	3215	2343	749	1227	854	0.373223	2	"neutral"	2805	22668	1193.05263157895	0.989402697495183	0.05489372922803	0.00307821741837876	FALSE	1.00281329211191	0.989402697495183	0.00301332150856027	0.05489372922803	0.0738712689919223	FALSE	FALSE
"2806"	"chr21-16"	"chr21"	16000001	17000000	"."	1000000	1290	1251	788	736	1070	1004	1211	995	1303	709	1886	600	672	166	2916	2128	817	1128	926	0.354378	2	"neutral"	2806	21596	1136.63157894737	0.954545454545455	0.0715324730085442	0.00561582093479266	FALSE	0.943285013577715	0.94434911006465	0.00376199718316309	0.0613351219381122	0.0712084727991574	FALSE	FALSE
"2807"	"chr21-17"	"chr21"	17000001	18000000	"."	1000000	1266	1218	960	742	1118	1103	1306	1039	1242	776	2122	614	648	198	3167	2279	778	1304	838	0.392944	2	"neutral"	2807	22718	1195.68421052632	1	0.0388554693308716	0.00150974749692231	FALSE	0.995950995973812	1	0.00150974749692231	0.0388554693308716	0.0515702022411986	FALSE	FALSE
"2808"	"chr21-18"	"chr21"	18000001	19000000	"."	1000000	1328	1188	856	701	995	1062	1325	978	1247	813	1842	579	714	214	2859	2060	741	1151	805	0.35657	2	"neutral"	2808	21458	1129.36842105263	0.944743935309973	0.0562335206978969	0.00354292798210806	FALSE	0.958704669155202	0.944743935309973	0.0031622088500808	0.0562335206978969	0.0999988600751729	FALSE	FALSE
"2809"	"chr21-19"	"chr21"	19000001	20000000	"."	1000000	1345	1175	846	686	1061	1100	1287	954	1160	676	1909	586	693	207	2948	2051	707	1152	814	0.347864	2	"neutral"	2809	21357	1124.05263157895	0.930979133226324	0.0551070583352205	0.00350376171950217	FALSE	0.945297405775579	0.930979133226324	0.00303678787836139	0.0551070583352205	0.0857918881871704	FALSE	FALSE
"2810"	"chr21-20"	"chr21"	20000001	21000000	"."	1000000	1155	1288	833	695	995	1033	1303	1032	1243	678	1769	533	699	194	3093	2091	734	1129	892	0.354162	2	"neutral"	2810	21389	1125.73684210526	0.936657681940701	0.058449753384984	0.00389406832704583	FALSE	0.941622188993133	0.936657681940701	0.00341637367076545	0.058449753384984	0.0967789476641687	FALSE	FALSE
"2811"	"chr21-21"	"chr21"	21000001	22000000	"."	1000000	1200	1237	809	677	1001	1013	1285	975	1316	625	1773	617	805	221	2916	2030	701	1171	832	0.346344	2	"neutral"	2811	21204	1116	0.92059748427673	0.0885623187272659	0.00925461571101015	FALSE	0.927910354470646	0.912398921832884	0.00467360938203252	0.0683638016938242	0.08768428153555	FALSE	FALSE
"2812"	"chr21-22"	"chr21"	22000001	23000000	"."	1000000	1340	1170	885	699	998	1014	1299	1000	1226	663	1792	600	713	225	2710	2090	695	1179	859	0.34984	2	"neutral"	2812	21157	1113.52631578947	0.938852304797742	0.0695816695271799	0.00549281707680248	FALSE	0.940659783991954	0.93570644744629	0.00345464977505205	0.0587762688085255	0.0699101507181937	FALSE	FALSE
"2813"	"chr21-23"	"chr21"	23000001	24000000	"."	1000000	1221	1239	801	665	1058	1042	1264	963	1237	709	1842	617	663	206	2833	2142	778	1184	821	0.351773	2	"neutral"	2813	21285	1120.26315789474	0.941761363636364	0.0542264855305672	0.00331544004026887	FALSE	0.946209393994228	0.941761363636364	0.00294051173299681	0.0542264855305672	0.08760867728778	FALSE	FALSE
"2814"	"chr21-24"	"chr21"	24000001	25000000	"."	1000000	1312	1153	852	748	1026	1081	1310	943	1250	708	1840	573	766	259	2798	2195	680	1150	779	0.350489	2	"neutral"	2814	21423	1127.52631578947	0.963564530289728	0.100206836173696	0.0108151635438104	FALSE	0.946766117757147	0.951059373578599	0.00436266019131981	0.0660504367231573	0.08802090433275	FALSE	FALSE
"2815"	"chr21-25"	"chr21"	25000001	26000000	"."	1000000	1340	1202	898	717	1061	1037	1370	1048	1267	793	1898	611	703	215	3166	2350	813	1192	827	0.381762	2	"neutral"	2815	22508	1184.63157894737	0.998118532455315	0.0382821592356873	0.00147105398900649	FALSE	0.993069438495885	0.998118532455315	0.00146552371574652	0.0382821592356873	0.0554795297992092	FALSE	FALSE
"2816"	"chr21-26"	"chr21"	26000001	27000000	"."	1000000	1377	1339	896	757	1114	1025	1328	1096	1249	807	2097	587	731	207	3217	2223	773	1328	763	0.38531	2	"neutral"	2816	22914	1206	1.01107011070111	0.037059919236809	0.00134352698329607	FALSE	1.00561309597997	1.01107011070111	0.00137343761383881	0.037059919236809	0.0451700206369345	FALSE	FALSE
"2817"	"chr21-27"	"chr21"	27000001	28000000	"."	1000000	1272	1308	931	754	1046	946	1275	976	1322	715	1898	558	679	185	3140	2121	814	1272	879	0.361553	2	"neutral"	2817	22091	1162.68421052632	0.964817944384698	0.0480624072706997	0.00248153436659175	FALSE	0.970220780733143	0.964817944384698	0.00230999499265461	0.0480624072706997	0.0717331100488841	FALSE	FALSE
"2818"	"chr21-28"	"chr21"	28000001	29000000	"."	1000000	1342	1271	879	710	983	1001	1313	1061	1191	722	1932	618	658	227	3263	2304	783	1275	833	0.375238	2	"neutral"	2818	22366	1177.15789473684	0.978782287822878	0.0477837548505499	0.00238335285255872	FALSE	0.982690751748479	0.978782287822878	0.00228328722761745	0.0477837548505499	0.0510263436819165	FALSE	FALSE
"2819"	"chr21-29"	"chr21"	29000001	30000000	"."	1000000	1348	1211	965	761	863	1056	1246	1055	1258	794	1975	572	754	216	3180	2134	792	1327	832	0.391617	2	"neutral"	2819	22339	1175.73684210526	0.997779422649889	0.0576944679210157	0.00334348407209218	FALSE	0.999016439343938	1.00009453060205	0.00157231503680023	0.0396524278802727	0.0531096596817509	FALSE	FALSE
"2820"	"chr21-30"	"chr21"	30000001	31000000	"."	1000000	1420	1275	911	825	1069	1058	1357	984	1338	757	1859	590	725	182	3167	2121	809	1248	872	0.370193	2	"neutral"	2820	22567	1187.73684210526	1	0.0573258980503066	0.00328625858727414	FALSE	0.995761637679746	1	0.00328625858727414	0.0573258980503066	0.06474102538701	FALSE	FALSE
"2821"	"chr21-31"	"chr21"	31000001	32000000	"."	1000000	1365	1350	996	690	1181	985	1246	1131	1269	698	2062	633	711	223	3395	2265	872	1395	746	0.436038	2	"neutral"	2821	23213	1221.73684210526	1.01845906902087	0.0657876310193023	0.00417254795144725	FALSE	1.0173610377648	1.01845906902087	0.00432801239513186	0.0657876310193023	0.0942356879552582	FALSE	FALSE
"2822"	"chr21-32"	"chr21"	32000001	33000000	"."	1000000	1358	1378	992	723	1003	1076	1303	1225	1244	835	2092	595	650	193	3434	2323	881	1360	933	0.43327	2	"neutral"	2822	23598	1242	1.02549019607843	0.0582407961457263	0.00322545940764036	FALSE	1.02926767468076	1.02549019607843	0.00339199033568805	0.0582407961457263	0.079971612591454	FALSE	FALSE
"2823"	"chr21-33"	"chr21"	33000001	34000000	"."	1000000	1411	1309	1012	778	1102	927	1220	1179	1268	849	2102	518	736	185	3527	2292	821	1388	842	0.438406	2	"neutral"	2823	23466	1235.05263157895	1.03039215686274	0.0668102923865876	0.00420418343057818	FALSE	1.01726292208407	1.03039215686274	0.00446361516878133	0.0668102923865876	0.0475886002743036	FALSE	FALSE
"2824"	"chr21-34"	"chr21"	34000001	35000000	"."	1000000	1354	1196	1052	782	911	914	1249	1094	1231	778	1996	547	690	194	3158	2113	832	1297	858	0.437876	2	"neutral"	2824	22246	1170.84210526316	0.980113636363636	0.0598721403226422	0.00373161391757211	FALSE	0.980014143855056	0.980113636363636	0.00358467318681415	0.0598721403226422	0.0701536200548176	FALSE	FALSE
"2825"	"chr21-35"	"chr21"	35000001	36000000	"."	1000000	1416	1256	940	753	1149	981	1375	1145	1262	878	2087	622	763	243	3304	2455	811	1331	884	0.410976	2	"neutral"	2825	23655	1245	1.04642313546423	0.0575822935996669	0.00302805147235318	FALSE	1.03800309461103	1.04640339163149	0.00199418334876348	0.0446562800596229	0.0495264283250494	FALSE	FALSE
"2826"	"chr21-36"	"chr21"	36000001	37000000	"."	1000000	1299	1319	946	732	1086	998	1322	1005	1229	877	2097	560	709	213	3372	2363	940	1396	741	0.45878	2	"neutral"	2826	23204	1221.26315789474	1.00710227272727	0.066889429223784	0.0044113125358018	FALSE	1.00668797544457	1.00659527639408	0.00341907932918613	0.0584728939696517	0.067983763608936	FALSE	FALSE
"2827"	"chr21-37"	"chr21"	37000001	38000000	"."	1000000	1431	1326	993	721	1057	1024	1278	1129	1288	797	1999	662	723	217	3368	2292	841	1291	849	0.421929	2	"neutral"	2827	23286	1225.57894736842	1.03238341968912	0.0371536826728118	0.00129515484007375	FALSE	1.026245047086	1.03238341968912	0.00138039613615199	0.0371536826728118	0.0405057879421822	FALSE	FALSE
"2828"	"chr21-38"	"chr21"	38000001	39000000	"."	1000000	1419	1303	1026	753	1060	1038	1362	1065	1111	866	2220	536	746	196	3407	2312	791	1391	895	0.425692	2	"neutral"	2828	23497	1236.68421052632	1.02196078431373	0.0608025596873998	0.00353977178788517	FALSE	1.02287952334848	1.02196078431373	0.00369695126453981	0.0608025596873998	0.0791611102574596	FALSE	FALSE
"2829"	"chr21-39"	"chr21"	39000001	40000000	"."	1000000	1348	1295	967	774	1131	994	1302	1110	1229	861	2245	662	729	203	3345	2429	895	1335	839	0.430633	2	"neutral"	2829	23693	1247	1.02780765094485	0.0465527411970471	0.00205147781787776	FALSE	1.03873812123441	1.02780765094485	0.00216715771295924	0.0465527411970471	0.0572311219773662	FALSE	FALSE
"2830"	"chr21-40"	"chr21"	40000001	41000000	"."	1000000	1313	1381	911	740	1012	1061	1210	1113	1374	767	2018	629	736	190	3362	2390	840	1335	786	0.410245	2	"neutral"	2830	23168	1219.36842105263	1.02215799614644	0.051670459925766	0.00255533941477776	FALSE	1.00986455380398	1.02215799614644	0.00266983642894019	0.051670459925766	0.0813949716089356	FALSE	FALSE
"2831"	"chr21-41"	"chr21"	41000001	42000000	"."	1000000	1323	1306	1005	717	1116	1065	1192	1218	1347	826	2263	634	690	208	3604	2386	886	1325	762	0.472041	2	"neutral"	2831	23873	1256.47368421053	1.04741000877963	0.0619265020267749	0.00349558332696155	FALSE	1.03624345195106	1.04741000877963	0.00383489165327216	0.0619265020267749	0.075604149690381	FALSE	FALSE
"2832"	"chr21-42"	"chr21"	42000001	43000000	"."	1000000	1357	1370	966	755	1116	1046	1249	1268	1159	723	2272	613	689	161	3522	2381	907	1422	823	0.497058	2	"neutral"	2832	23799	1252.57894736842	1.01791359325606	0.085555046948392	0.00706430497345402	FALSE	1.02807312720361	1.01791359325606	0.00367020970656773	0.0605822557071601	0.0829435388613277	FALSE	FALSE
"2833"	"chr21-43"	"chr21"	43000001	44000000	"."	1000000	1175	1085	756	534	922	721	976	863	977	580	1863	464	535	155	2806	1887	722	1096	693	0.491736	2	"neutral"	2833	18810	990	0.796628029504742	0.0612459533876733	0.00591076418087254	FALSE	0.809405298679267	0.796628029504742	0.00375106680636505	0.0612459533876733	0.0982780591775925	FALSE	FALSE
"2834"	"chr21-44"	"chr21"	44000001	45000000	"."	1000000	1309	1243	861	638	992	895	1155	1089	1001	707	2170	458	608	177	3194	2231	843	1223	832	0.530121	2	"neutral"	2834	21626	1138.21052631579	0.933207902163688	0.0782984127259881	0.00703961812659327	FALSE	0.937675215266188	0.947342944792536	0.00503949437006201	0.0709893961804297	0.103972656538049	FALSE	FALSE
"2835"	"chr21-45"	"chr21"	45000001	46000000	"."	1000000	1366	1364	1000	686	1080	983	1358	1137	1291	804	2256	512	647	263	3529	2261	901	1416	1060	0.510854	2	"neutral"	2835	23914	1258.63157894737	1.04145077720207	0.108236286227811	0.0108011069925699	FALSE	1.03184240404711	1.03878317351275	0.0038218872291718	0.0618214140017179	0.0669776361099312	FALSE	FALSE
"2836"	"chr21-46"	"chr21"	46000001	46709983	"."	709983	980	904	712	513	777	842	959	787	888	533	1623	427	485	139	2556	1556	597	894	771	0.48624	2	"neutral"	2836	16943	891.736842105263	0.725388601036269	0.0592562618946965	0.00667309102382528	FALSE	0.726764841866001	0.724558707297796	0.00144054794435497	0.0379545510361402	0.0412767685809008	FALSE	FALSE
"2837"	"chr22-0"	"chr22"	1	1000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2837	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2838"	"chr22-1"	"chr22"	1000001	2000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2838	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2839"	"chr22-2"	"chr22"	2000001	3000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2839	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2840"	"chr22-3"	"chr22"	3000001	4000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2840	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2841"	"chr22-4"	"chr22"	4000001	5000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2841	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2842"	"chr22-5"	"chr22"	5000001	6000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2842	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2843"	"chr22-6"	"chr22"	6000001	7000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2843	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2844"	"chr22-7"	"chr22"	7000001	8000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2844	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2845"	"chr22-8"	"chr22"	8000001	9000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2845	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2846"	"chr22-9"	"chr22"	9000001	10000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	2846	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
"2847"	"chr22-10"	"chr22"	10000001	11000000	"."	1000000	746	698	519	457	643	899	902	655	1140	488	1102	337	498	159	1685	1363	507	744	464	0.137306	2	"neutral"	2847	14006	737.157894736842	0.604243542435424	0.111509652459039	0.0340565686652281	TRUE	0.593428463122113	0.591618765219408	0.00275091448786506	0.0524491609834234	0.067408284307412	FALSE	TRUE
"2848"	"chr22-11"	"chr22"	11000001	12000000	"."	1000000	1487	1575	1023	914	1346	1316	1430	1311	1637	716	2328	767	924	195	3602	2515	872	1427	806	0.279858	2	"neutral"	2848	26191	1378.47368421053	1.12185534591195	0.119694225006029	0.0113834176635242	TRUE	1.15599015216168	1.12185534591195	0.00550821810883262	0.0742173706677394	0.131139756714104	FALSE	TRUE
"2849"	"chr22-12"	"chr22"	12000001	13000000	"."	1000000	1734	1610	1002	940	1436	1279	1685	1377	1495	1029	2682	688	868	297	4146	2920	992	1677	1003	0.256699	2	"neutral"	2849	28860	1518.94736842105	1.27029520295203	0.083399028733471	0.00431035132360144	TRUE	1.2648573160237	1.27029520295203	0.0024567233450886	0.0495653441941908	0.0513164443950032	FALSE	TRUE
"2850"	"chr22-13"	"chr22"	13000001	14000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382063	2	"neutral"	2850	0	0	0	0	NA	FALSE	0	0	0	0	0	TRUE	TRUE
"2851"	"chr22-14"	"chr22"	14000001	15000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386874	2	"neutral"	2851	0	0	0	0	NA	FALSE	0	0	0	0	0	TRUE	TRUE
"2852"	"chr22-15"	"chr22"	15000001	16000000	"."	1000000	1365	1286	1170	740	1089	1176	1288	934	1000	740	1928	658	793	192	3043	2175	774	1230	771	0.365698	2	"neutral"	2852	22352	1176.42105263158	0.966981132075472	0.100384911199866	0.0107770743258777	FALSE	0.991329752941094	0.966981132075472	0.00547244650083454	0.0739759859740615	0.0598676447955677	FALSE	FALSE
"2853"	"chr22-16"	"chr22"	16000001	17000000	"."	1000000	1335	1316	990	730	1100	1063	1268	1126	1236	860	2068	581	745	195	3320	2307	792	1290	846	0.386615	2	"neutral"	2853	23168	1219.36842105263	1.01415094339623	0.0360078108483758	0.00126063174467066	FALSE	1.01484510564558	1.01415094339623	0.00129656244209241	0.0360078108483758	0.0470306644052478	FALSE	FALSE
"2854"	"chr22-17"	"chr22"	17000001	18000000	"."	1000000	1413	1330	1061	725	1075	1040	1325	1191	1239	896	2119	568	658	218	3439	2363	875	1389	831	0.472431	2	"neutral"	2854	23755	1250.26315789474	1.03872549019608	0.0568359881660341	0.00299395488461306	FALSE	1.03906198667065	1.03872549019608	0.00323032955080956	0.0568359881660341	0.0781616164108074	FALSE	FALSE
"2855"	"chr22-18"	"chr22"	18000001	19000000	"."	1000000	1055	987	674	602	973	676	1233	766	624	736	1386	605	591	220	2199	1510	553	878	641	0.384795	2	"neutral"	2855	16909	889.947368421053	0.772289156626506	0.14734322268696	0.0363999221422471	FALSE	0.73946359461728	0.708431675992208	0.00607635006351824	0.07795094652099	0.0989688519813992	FALSE	FALSE
